hold_id,student_id,hold_type,hold_created_date,hold_removed_date,status,days_to_resolve
8844,2414,Disciplinary,2023-10-24,2023-11-16,Resolved,23.0
8845,2415,Academic Advising,2023-09-10,2023-09-25,Resolved,15.0
8846,2416,Transcript,2023-10-25,2023-11-11,Resolved,17.0
8847,2416,Disciplinary,2023-09-17,2023-09-18,Resolved,1.0
8848,2421,Disciplinary,2023-10-17,,Active,
8849,2421,Immunization,2023-09-14,2023-09-24,Resolved,10.0
8850,2423,Academic Advising,2023-09-23,2023-09-30,Resolved,7.0
8851,2426,Transcript,2023-10-11,,Active,
8852,2429,Financial,2023-09-23,2023-09-30,Resolved,7.0
8853,2429,Immunization,2023-10-07,2023-11-03,Resolved,27.0
8854,2430,Transcript,2023-09-23,2023-10-18,Resolved,25.0
8855,2433,Immunization,2023-09-22,2023-10-14,Resolved,22.0
8856,2434,Transcript,2023-09-07,,Active,
8857,2435,Transcript,2023-10-16,2023-11-07,Resolved,22.0
8858,2435,Immunization,2023-10-19,2023-11-03,Resolved,15.0
8859,2436,Disciplinary,2023-09-11,2023-09-24,Resolved,13.0
8860,2437,Immunization,2023-09-13,2023-10-01,Resolved,18.0
8861,2437,Financial,2023-10-27,2023-10-29,Resolved,2.0
8862,2439,Academic Advising,2023-10-02,2023-10-25,Resolved,23.0
8863,2439,Financial,2023-09-24,,Active,
8864,2440,Immunization,2023-09-17,2023-09-24,Resolved,7.0
8865,2441,Immunization,2023-09-24,2023-10-03,Resolved,9.0
8866,2441,Academic Advising,2023-09-15,2023-10-02,Resolved,17.0
8867,2447,Academic Advising,2023-09-22,2023-10-18,Resolved,26.0
8868,2447,Financial,2023-09-19,2023-09-28,Resolved,9.0
8869,2448,Financial,2023-10-08,2023-10-27,Resolved,19.0
8870,2448,Financial,2023-10-08,2023-10-21,Resolved,13.0
8871,2449,Disciplinary,2023-10-04,2023-10-16,Resolved,12.0
8872,2450,Financial,2023-10-02,2023-10-30,Resolved,28.0
8873,2451,Disciplinary,2023-10-01,2023-10-20,Resolved,19.0
8874,2451,Disciplinary,2023-10-25,2023-11-03,Resolved,9.0
8875,2453,Transcript,2023-10-18,2023-11-05,Resolved,18.0
8876,2453,Immunization,2023-10-09,2023-10-17,Resolved,8.0
8877,2455,Immunization,2023-10-03,2023-10-29,Resolved,26.0
8878,2459,Financial,2023-09-11,2023-09-13,Resolved,2.0
8879,2460,Immunization,2023-09-13,2023-09-20,Resolved,7.0
8880,2462,Academic Advising,2023-10-05,2023-10-18,Resolved,13.0
8881,2462,Transcript,2023-10-03,2023-10-21,Resolved,18.0
8882,2467,Immunization,2023-10-01,,Active,
8883,2470,Academic Advising,2023-10-08,2023-10-26,Resolved,18.0
8884,2472,Transcript,2023-09-19,,Active,
8885,2474,Financial,2023-09-01,2023-09-21,Resolved,20.0
8886,2479,Disciplinary,2023-10-11,2023-10-12,Resolved,1.0
8887,2479,Disciplinary,2023-09-15,2023-09-29,Resolved,14.0
8888,2480,Academic Advising,2023-10-19,2023-10-25,Resolved,6.0
8889,2484,Transcript,2023-09-26,2023-10-22,Resolved,26.0
8890,2485,Financial,2023-10-21,,Active,
8891,2485,Immunization,2023-10-25,2023-11-15,Resolved,21.0
8892,2488,Financial,2023-10-09,2023-10-17,Resolved,8.0
8893,2488,Financial,2023-10-11,2023-10-18,Resolved,7.0
8894,2490,Transcript,2023-10-21,,Active,
8895,2490,Transcript,2023-09-01,2023-09-10,Resolved,9.0
8896,2491,Academic Advising,2023-10-05,2023-10-19,Resolved,14.0
8897,2491,Disciplinary,2023-09-17,2023-09-27,Resolved,10.0
8898,2493,Transcript,2023-09-25,2023-09-30,Resolved,5.0
8899,2494,Disciplinary,2023-09-01,2023-09-20,Resolved,19.0
8900,2495,Academic Advising,2023-09-29,2023-10-11,Resolved,12.0
8901,2495,Transcript,2023-09-01,2023-09-10,Resolved,9.0
8902,2496,Transcript,2023-10-30,2023-11-01,Resolved,2.0
8903,2502,Transcript,2023-10-30,,Active,
8904,2503,Financial,2023-10-06,2023-10-28,Resolved,22.0
8905,2507,Transcript,2023-10-20,,Active,
8906,2508,Financial,2023-10-25,2023-11-12,Resolved,18.0
8907,2510,Disciplinary,2023-10-25,,Active,
8908,2510,Immunization,2023-09-22,2023-10-20,Resolved,28.0
8909,2511,Transcript,2023-09-26,2023-10-19,Resolved,23.0
8910,2515,Financial,2023-10-30,2023-11-22,Resolved,23.0
8911,2515,Financial,2023-10-28,,Active,
8912,2517,Transcript,2023-10-02,2023-10-21,Resolved,19.0
8913,2517,Disciplinary,2023-10-14,,Active,
8914,2518,Transcript,2023-09-17,2023-10-10,Resolved,23.0
8915,2519,Academic Advising,2023-09-24,,Active,
8916,2519,Disciplinary,2023-09-25,2023-10-15,Resolved,20.0
8917,2520,Academic Advising,2023-09-22,2023-10-19,Resolved,27.0
8918,2521,Disciplinary,2023-10-04,2023-10-08,Resolved,4.0
8919,2521,Financial,2023-10-27,2023-11-21,Resolved,25.0
8920,2522,Transcript,2023-10-07,2023-10-24,Resolved,17.0
8921,2522,Transcript,2023-09-04,2023-09-25,Resolved,21.0
8922,2524,Academic Advising,2023-09-28,2023-10-16,Resolved,18.0
8923,2524,Immunization,2023-09-08,2023-10-07,Resolved,29.0
8924,2526,Academic Advising,2023-10-24,2023-11-11,Resolved,18.0
8925,2526,Disciplinary,2023-10-10,2023-10-26,Resolved,16.0
8926,2528,Financial,2023-10-04,2023-10-25,Resolved,21.0
8927,2528,Financial,2023-09-22,2023-10-16,Resolved,24.0
8928,2532,Transcript,2023-10-09,,Active,
8929,2536,Academic Advising,2023-09-04,,Active,
8930,2538,Transcript,2023-09-17,2023-10-11,Resolved,24.0
8931,2538,Transcript,2023-09-16,2023-09-23,Resolved,7.0
8932,2541,Financial,2023-09-09,2023-09-23,Resolved,14.0
8933,2542,Financial,2023-10-17,,Active,
8934,2546,Academic Advising,2023-10-06,2023-10-09,Resolved,3.0
8935,2548,Academic Advising,2023-10-29,2023-11-23,Resolved,25.0
8936,2548,Transcript,2023-09-30,2023-10-18,Resolved,18.0
8937,2552,Immunization,2023-09-19,,Active,
8938,2553,Disciplinary,2023-10-27,2023-10-31,Resolved,4.0
8939,2553,Immunization,2023-10-18,2023-11-01,Resolved,14.0
8940,2558,Immunization,2023-09-24,2023-10-10,Resolved,16.0
8941,2558,Academic Advising,2023-10-24,2023-11-14,Resolved,21.0
8942,2561,Immunization,2023-09-28,2023-10-24,Resolved,26.0
8943,2568,Disciplinary,2023-09-08,2023-10-05,Resolved,27.0
8944,2568,Transcript,2023-09-14,2023-09-23,Resolved,9.0
8945,2569,Transcript,2023-10-24,2023-11-21,Resolved,28.0
8946,2569,Transcript,2023-09-24,,Active,
8947,2570,Transcript,2023-09-22,2023-10-18,Resolved,26.0
8948,2573,Academic Advising,2023-09-07,2023-09-22,Resolved,15.0
8949,2573,Transcript,2023-09-06,2023-09-22,Resolved,16.0
8950,2574,Academic Advising,2023-10-01,2023-10-25,Resolved,24.0
8951,2576,Financial,2023-09-08,2023-09-20,Resolved,12.0
8952,2578,Academic Advising,2023-09-02,2023-09-17,Resolved,15.0
8953,2578,Immunization,2023-10-02,2023-10-24,Resolved,22.0
8954,2579,Financial,2023-10-24,2023-11-22,Resolved,29.0
8955,2581,Disciplinary,2023-10-03,2023-10-23,Resolved,20.0
8956,2582,Disciplinary,2023-09-15,2023-10-06,Resolved,21.0
8957,2583,Academic Advising,2023-10-26,2023-11-05,Resolved,10.0
8958,2583,Transcript,2023-10-08,2023-10-11,Resolved,3.0
8959,2584,Disciplinary,2023-09-24,2023-10-09,Resolved,15.0
8960,2589,Financial,2023-09-10,2023-09-19,Resolved,9.0
8961,2589,Academic Advising,2023-10-11,2023-11-04,Resolved,24.0
8962,2592,Academic Advising,2023-10-11,2023-10-16,Resolved,5.0
8963,2593,Transcript,2023-10-11,2023-10-30,Resolved,19.0
8964,2595,Financial,2023-10-13,2023-10-18,Resolved,5.0
8965,2595,Disciplinary,2023-10-25,2023-10-31,Resolved,6.0
8966,2600,Immunization,2023-09-10,,Active,
8967,2606,Transcript,2023-09-14,2023-09-18,Resolved,4.0
8968,2611,Disciplinary,2023-09-10,2023-09-24,Resolved,14.0
8969,2611,Financial,2023-09-06,,Active,
8970,2612,Financial,2023-10-14,2023-11-11,Resolved,28.0
8971,2612,Transcript,2023-10-03,2023-10-07,Resolved,4.0
8972,2614,Disciplinary,2023-10-09,2023-10-24,Resolved,15.0
8973,2617,Academic Advising,2023-09-04,2023-09-05,Resolved,1.0
8974,2625,Immunization,2023-10-15,2023-11-02,Resolved,18.0
8975,2627,Transcript,2023-09-04,2023-09-15,Resolved,11.0
8976,2628,Financial,2023-10-09,2023-11-07,Resolved,29.0
8977,2628,Immunization,2023-09-07,,Active,
8978,2632,Transcript,2023-09-07,,Active,
8979,2632,Financial,2023-09-17,2023-10-13,Resolved,26.0
8980,2636,Transcript,2023-10-19,2023-11-06,Resolved,18.0
8981,2636,Academic Advising,2023-09-04,2023-09-21,Resolved,17.0
8982,2642,Financial,2023-10-15,2023-11-09,Resolved,25.0
8983,2643,Immunization,2023-09-12,2023-10-09,Resolved,27.0
8984,2643,Financial,2023-10-24,2023-11-15,Resolved,22.0
8985,2651,Academic Advising,2023-10-13,2023-10-29,Resolved,16.0
8986,2652,Disciplinary,2023-10-21,2023-11-12,Resolved,22.0
8987,2652,Disciplinary,2023-09-14,2023-09-21,Resolved,7.0
8988,2654,Financial,2023-09-28,2023-10-11,Resolved,13.0
8989,2661,Disciplinary,2023-09-04,2023-09-11,Resolved,7.0
8990,2661,Immunization,2023-10-22,2023-11-06,Resolved,15.0
8991,2662,Disciplinary,2023-09-26,2023-10-10,Resolved,14.0
8992,2663,Academic Advising,2023-09-25,2023-09-30,Resolved,5.0
8993,2664,Transcript,2023-09-08,2023-10-05,Resolved,27.0
8994,2672,Academic Advising,2023-10-23,2023-11-11,Resolved,19.0
8995,2672,Transcript,2023-09-03,2023-09-26,Resolved,23.0
8996,2673,Academic Advising,2023-09-27,2023-10-12,Resolved,15.0
8997,2673,Disciplinary,2023-09-22,2023-09-30,Resolved,8.0
8998,2675,Immunization,2023-09-12,2023-09-28,Resolved,16.0
8999,2678,Immunization,2023-10-05,2023-10-07,Resolved,2.0
9000,2680,Transcript,2023-09-08,2023-09-12,Resolved,4.0
9001,2681,Disciplinary,2023-09-22,2023-10-18,Resolved,26.0
9002,2685,Disciplinary,2023-09-27,2023-10-21,Resolved,24.0
9003,2686,Academic Advising,2023-09-05,2023-09-17,Resolved,12.0
9004,2686,Academic Advising,2023-10-12,2023-10-19,Resolved,7.0
9005,2689,Immunization,2023-09-26,2023-10-18,Resolved,22.0
9006,2690,Academic Advising,2023-10-03,,Active,
9007,2694,Immunization,2023-10-12,2023-10-28,Resolved,16.0
9008,2695,Financial,2023-09-01,2023-09-05,Resolved,4.0
9009,2695,Immunization,2023-09-17,2023-09-19,Resolved,2.0
9010,2696,Disciplinary,2023-10-30,2023-11-27,Resolved,28.0
9011,2698,Immunization,2023-10-06,2023-10-30,Resolved,24.0
9012,2698,Immunization,2023-09-05,2023-09-15,Resolved,10.0
9013,2704,Immunization,2023-09-27,2023-10-21,Resolved,24.0
9014,2705,Academic Advising,2023-10-24,2023-11-15,Resolved,22.0
9015,2706,Disciplinary,2023-10-08,2023-11-03,Resolved,26.0
9016,2708,Academic Advising,2023-09-03,2023-09-09,Resolved,6.0
9017,2712,Financial,2023-09-13,2023-10-08,Resolved,25.0
9018,2712,Financial,2023-10-29,2023-11-14,Resolved,16.0
9019,2714,Financial,2023-10-12,2023-10-23,Resolved,11.0
9020,2718,Financial,2023-09-21,2023-10-13,Resolved,22.0
9021,2721,Disciplinary,2023-10-15,2023-11-01,Resolved,17.0
9022,2722,Immunization,2023-09-01,,Active,
9023,2722,Transcript,2023-10-03,2023-10-06,Resolved,3.0
9024,2723,Financial,2023-10-02,2023-10-25,Resolved,23.0
9025,2724,Academic Advising,2023-10-18,2023-11-04,Resolved,17.0
9026,2724,Financial,2023-09-05,2023-10-04,Resolved,29.0
9027,2725,Transcript,2023-10-11,2023-11-07,Resolved,27.0
9028,2729,Immunization,2023-09-21,2023-10-04,Resolved,13.0
9029,2732,Immunization,2023-10-22,,Active,
9030,2733,Academic Advising,2023-10-27,2023-11-06,Resolved,10.0
9031,2733,Financial,2023-09-13,2023-09-24,Resolved,11.0
9032,2734,Disciplinary,2023-09-01,2023-09-09,Resolved,8.0
9033,2734,Academic Advising,2023-09-26,2023-09-28,Resolved,2.0
9034,2735,Academic Advising,2023-09-21,2023-09-28,Resolved,7.0
9035,2735,Financial,2023-10-27,2023-11-08,Resolved,12.0
9036,2737,Immunization,2023-09-22,,Active,
9037,2738,Financial,2023-10-29,,Active,
9038,2738,Immunization,2023-09-29,2023-10-01,Resolved,2.0
9039,2741,Immunization,2023-10-07,2023-11-02,Resolved,26.0
9040,2741,Financial,2023-10-18,2023-11-15,Resolved,28.0
9041,2742,Disciplinary,2023-10-15,2023-10-28,Resolved,13.0
9042,2742,Disciplinary,2023-09-05,2023-09-25,Resolved,20.0
9043,2745,Immunization,2023-09-23,,Active,
9044,2748,Immunization,2023-10-15,2023-10-18,Resolved,3.0
9045,2749,Immunization,2023-09-29,2023-10-14,Resolved,15.0
9046,2752,Disciplinary,2023-09-03,2023-09-22,Resolved,19.0
9047,2752,Financial,2023-10-02,2023-10-23,Resolved,21.0
9048,2756,Financial,2023-09-09,2023-10-05,Resolved,26.0
9049,2756,Financial,2023-10-16,2023-11-12,Resolved,27.0
9050,2759,Immunization,2023-10-28,,Active,
9051,2760,Disciplinary,2023-10-25,2023-11-20,Resolved,26.0
9052,2760,Transcript,2023-10-13,2023-11-09,Resolved,27.0
9053,2764,Academic Advising,2023-10-28,2023-10-31,Resolved,3.0
9054,2764,Academic Advising,2023-10-02,2023-10-31,Resolved,29.0
9055,2766,Academic Advising,2023-09-07,2023-09-28,Resolved,21.0
9056,2766,Disciplinary,2023-09-13,2023-09-19,Resolved,6.0
9057,2769,Academic Advising,2023-10-23,2023-10-28,Resolved,5.0
9058,2771,Transcript,2023-10-12,2023-10-16,Resolved,4.0
9059,2772,Disciplinary,2023-09-08,2023-09-14,Resolved,6.0
9060,2772,Immunization,2023-09-02,2023-09-20,Resolved,18.0
9061,2775,Transcript,2023-09-17,,Active,
9062,2775,Immunization,2023-09-17,2023-09-21,Resolved,4.0
9063,2777,Financial,2023-09-16,,Active,
9064,2783,Immunization,2023-10-14,2023-10-25,Resolved,11.0
9065,2785,Academic Advising,2023-10-16,2023-11-01,Resolved,16.0
9066,2787,Transcript,2023-10-09,2023-10-17,Resolved,8.0
9067,2792,Disciplinary,2023-09-13,2023-09-30,Resolved,17.0
9068,2792,Immunization,2023-09-17,,Active,
9069,2794,Academic Advising,2023-10-29,2023-11-08,Resolved,10.0
9070,2795,Disciplinary,2023-10-16,2023-10-18,Resolved,2.0
9071,2795,Disciplinary,2023-09-17,2023-10-11,Resolved,24.0
9072,2797,Academic Advising,2023-09-22,2023-10-19,Resolved,27.0
9073,2797,Academic Advising,2023-09-08,2023-09-20,Resolved,12.0
9074,2799,Immunization,2023-10-01,2023-10-29,Resolved,28.0
9075,2799,Immunization,2023-10-06,,Active,
9076,2800,Financial,2023-09-14,2023-10-10,Resolved,26.0
9077,2802,Academic Advising,2023-10-12,,Active,
9078,2802,Transcript,2023-09-27,,Active,
9079,2805,Academic Advising,2023-10-19,2023-10-24,Resolved,5.0
9080,2807,Academic Advising,2023-10-24,2023-10-31,Resolved,7.0
9081,2807,Financial,2023-10-22,2023-11-03,Resolved,12.0
9082,2811,Disciplinary,2023-10-25,2023-10-29,Resolved,4.0
9083,2817,Academic Advising,2023-09-01,2023-09-30,Resolved,29.0
9084,2817,Academic Advising,2023-09-10,2023-09-11,Resolved,1.0
9085,2818,Financial,2023-10-11,2023-10-15,Resolved,4.0
9086,2822,Disciplinary,2023-09-02,2023-09-20,Resolved,18.0
9087,2823,Disciplinary,2023-10-17,2023-10-27,Resolved,10.0
9088,2823,Financial,2023-09-07,2023-09-18,Resolved,11.0
9089,2825,Immunization,2023-09-24,,Active,
9090,2826,Immunization,2023-09-19,2023-10-13,Resolved,24.0
9091,2827,Academic Advising,2023-10-18,2023-11-07,Resolved,20.0
9092,2828,Financial,2023-09-02,,Active,
9093,2828,Disciplinary,2023-10-12,2023-10-22,Resolved,10.0
9094,2830,Financial,2023-10-20,,Active,
9095,2830,Academic Advising,2023-09-24,2023-09-29,Resolved,5.0
9096,2831,Immunization,2023-09-06,2023-09-14,Resolved,8.0
9097,2832,Financial,2023-10-12,2023-10-23,Resolved,11.0
9098,2832,Immunization,2023-09-25,2023-10-09,Resolved,14.0
9099,2833,Immunization,2023-09-01,2023-09-29,Resolved,28.0
9100,2834,Disciplinary,2023-09-23,2023-09-26,Resolved,3.0
9101,2844,Financial,2023-10-24,2023-11-05,Resolved,12.0
9102,2848,Disciplinary,2023-10-10,2023-11-08,Resolved,29.0
9103,2848,Immunization,2023-09-28,2023-10-19,Resolved,21.0
9104,2850,Academic Advising,2023-09-11,2023-09-16,Resolved,5.0
9105,2851,Immunization,2023-10-01,,Active,
9106,2851,Academic Advising,2023-09-08,2023-09-29,Resolved,21.0
9107,2853,Disciplinary,2023-09-30,2023-10-14,Resolved,14.0
9108,2854,Financial,2023-10-15,2023-11-08,Resolved,24.0
9109,2861,Disciplinary,2023-09-05,2023-09-08,Resolved,3.0
9110,2862,Transcript,2023-09-15,2023-09-18,Resolved,3.0
9111,2862,Academic Advising,2023-10-11,2023-10-19,Resolved,8.0
9112,2863,Immunization,2023-09-05,2023-09-15,Resolved,10.0
9113,2866,Disciplinary,2023-09-08,,Active,
9114,2868,Disciplinary,2023-09-16,2023-09-28,Resolved,12.0
9115,2868,Financial,2023-09-08,2023-09-12,Resolved,4.0
9116,2873,Disciplinary,2023-10-19,2023-10-22,Resolved,3.0
9117,2873,Academic Advising,2023-09-16,2023-10-14,Resolved,28.0
9118,2876,Disciplinary,2023-10-03,,Active,
9119,2876,Immunization,2023-10-03,2023-10-29,Resolved,26.0
9120,2878,Immunization,2023-09-22,2023-09-25,Resolved,3.0
9121,2878,Financial,2023-09-28,2023-09-29,Resolved,1.0
9122,2880,Academic Advising,2023-10-26,2023-11-04,Resolved,9.0
9123,2881,Disciplinary,2023-10-03,2023-10-18,Resolved,15.0
9124,2881,Financial,2023-10-17,2023-10-25,Resolved,8.0
9125,2891,Disciplinary,2023-10-28,2023-10-31,Resolved,3.0
9126,2895,Transcript,2023-09-14,,Active,
9127,2899,Immunization,2023-09-20,2023-10-15,Resolved,25.0
9128,2899,Transcript,2023-09-24,2023-10-21,Resolved,27.0
9129,2902,Transcript,2023-10-05,2023-10-29,Resolved,24.0
9130,2902,Immunization,2023-09-03,2023-09-30,Resolved,27.0
9131,2906,Financial,2023-09-06,2023-09-21,Resolved,15.0
9132,2907,Academic Advising,2023-10-30,2023-11-02,Resolved,3.0
9133,2911,Financial,2023-09-11,2023-09-17,Resolved,6.0
9134,2914,Academic Advising,2023-10-04,,Active,
9135,2918,Immunization,2023-10-26,2023-11-20,Resolved,25.0
9136,2921,Immunization,2023-09-28,,Active,
9137,2921,Academic Advising,2023-10-24,2023-11-01,Resolved,8.0
9138,2930,Disciplinary,2023-09-26,2023-10-22,Resolved,26.0
9139,2930,Disciplinary,2023-09-24,2023-10-06,Resolved,12.0
9140,2933,Financial,2023-10-22,2023-10-27,Resolved,5.0
9141,2934,Disciplinary,2023-10-08,2023-10-21,Resolved,13.0
9142,2935,Academic Advising,2023-09-11,2023-09-27,Resolved,16.0
9143,2936,Academic Advising,2023-09-10,,Active,
9144,2936,Disciplinary,2023-10-02,2023-10-30,Resolved,28.0
9145,2937,Financial,2023-10-11,2023-11-07,Resolved,27.0
9146,2937,Immunization,2023-09-08,2023-10-07,Resolved,29.0
9147,2942,Transcript,2023-10-07,2023-11-03,Resolved,27.0
9148,2943,Immunization,2023-10-27,2023-11-20,Resolved,24.0
9149,2944,Academic Advising,2023-10-24,2023-11-20,Resolved,27.0
9150,2947,Immunization,2023-09-15,,Active,
9151,2947,Academic Advising,2023-10-19,2023-11-03,Resolved,15.0
9152,2950,Financial,2023-10-14,,Active,
9153,2951,Transcript,2023-10-23,2023-11-08,Resolved,16.0
9154,2951,Immunization,2023-09-21,2023-10-11,Resolved,20.0
9155,2954,Immunization,2023-10-23,2023-11-16,Resolved,24.0
9156,2954,Financial,2023-09-03,2023-09-10,Resolved,7.0
9157,2956,Financial,2023-10-13,2023-10-18,Resolved,5.0
9158,2956,Transcript,2023-10-19,2023-11-11,Resolved,23.0
9159,2957,Financial,2023-09-03,2023-09-07,Resolved,4.0
9160,2959,Financial,2023-09-29,2023-10-03,Resolved,4.0
9161,2962,Disciplinary,2023-09-07,2023-09-28,Resolved,21.0
9162,2962,Financial,2023-10-30,,Active,
9163,2963,Immunization,2023-09-18,,Active,
9164,2963,Immunization,2023-09-12,2023-09-26,Resolved,14.0
9165,2964,Transcript,2023-10-12,2023-10-25,Resolved,13.0
9166,2971,Immunization,2023-10-29,2023-11-24,Resolved,26.0
9167,2971,Financial,2023-09-24,2023-10-22,Resolved,28.0
9168,2973,Transcript,2023-09-07,2023-09-16,Resolved,9.0
9169,2973,Disciplinary,2023-10-09,2023-11-06,Resolved,28.0
9170,2974,Financial,2023-10-04,2023-10-25,Resolved,21.0
9171,2975,Disciplinary,2023-09-27,2023-10-14,Resolved,17.0
9172,2979,Academic Advising,2023-10-17,2023-11-02,Resolved,16.0
9173,2979,Disciplinary,2023-10-15,2023-11-05,Resolved,21.0
9174,2982,Financial,2023-10-28,2023-10-29,Resolved,1.0
9175,2982,Academic Advising,2023-09-04,2023-10-01,Resolved,27.0
9176,2986,Financial,2023-10-27,2023-10-28,Resolved,1.0
9177,2986,Immunization,2023-10-12,2023-11-05,Resolved,24.0
9178,2987,Academic Advising,2023-09-02,2023-09-15,Resolved,13.0
9179,2987,Disciplinary,2023-10-11,,Active,
9180,2990,Disciplinary,2023-09-23,,Active,
9181,2994,Academic Advising,2023-09-02,2023-09-07,Resolved,5.0
9182,2995,Financial,2023-10-05,2023-10-19,Resolved,14.0
9183,2995,Financial,2023-10-11,2023-10-27,Resolved,16.0
9184,2997,Disciplinary,2023-09-08,2023-09-15,Resolved,7.0
9185,3005,Academic Advising,2023-10-27,,Active,
9186,3008,Academic Advising,2023-10-07,2023-10-23,Resolved,16.0
9187,3008,Disciplinary,2023-10-02,2023-10-03,Resolved,1.0
9188,3010,Academic Advising,2023-09-10,,Active,
9189,3010,Academic Advising,2023-10-28,,Active,
9190,3012,Disciplinary,2023-09-26,2023-10-15,Resolved,19.0
9191,3013,Disciplinary,2023-09-04,,Active,
9192,3015,Disciplinary,2023-09-08,,Active,
9193,3023,Financial,2023-09-25,2023-09-26,Resolved,1.0
9194,3023,Immunization,2023-09-02,2023-09-11,Resolved,9.0
9195,3028,Academic Advising,2023-10-03,2023-10-22,Resolved,19.0
9196,3031,Financial,2023-09-05,,Active,
9197,3031,Transcript,2023-09-24,2023-10-19,Resolved,25.0
9198,3032,Transcript,2023-09-04,2023-09-19,Resolved,15.0
9199,3033,Transcript,2023-10-21,2023-10-27,Resolved,6.0
9200,3034,Academic Advising,2023-09-08,,Active,
9201,3036,Transcript,2023-09-12,2023-09-29,Resolved,17.0
9202,3039,Immunization,2023-09-01,2023-09-12,Resolved,11.0
9203,3040,Disciplinary,2023-10-19,2023-11-16,Resolved,28.0
9204,3040,Financial,2023-10-25,2023-11-21,Resolved,27.0
9205,3042,Financial,2023-09-10,2023-09-18,Resolved,8.0
9206,3042,Immunization,2023-10-25,2023-11-17,Resolved,23.0
9207,3043,Transcript,2023-10-26,2023-10-30,Resolved,4.0
9208,3043,Immunization,2023-10-24,2023-11-11,Resolved,18.0
9209,3049,Financial,2023-10-23,2023-10-27,Resolved,4.0
9210,3050,Academic Advising,2023-10-04,2023-10-29,Resolved,25.0
9211,3050,Academic Advising,2023-10-12,2023-10-15,Resolved,3.0
9212,3054,Academic Advising,2023-09-26,2023-09-29,Resolved,3.0
9213,3057,Immunization,2023-10-01,2023-10-12,Resolved,11.0
9214,3058,Immunization,2023-10-07,2023-10-19,Resolved,12.0
9215,3062,Financial,2023-09-16,2023-10-03,Resolved,17.0
9216,3064,Academic Advising,2023-10-15,2023-10-17,Resolved,2.0
9217,3066,Financial,2023-09-30,,Active,
9218,3073,Academic Advising,2023-09-04,2023-09-14,Resolved,10.0
9219,3073,Transcript,2023-10-02,2023-10-30,Resolved,28.0
9220,3075,Financial,2023-09-19,2023-09-20,Resolved,1.0
9221,3081,Transcript,2023-09-27,2023-10-10,Resolved,13.0
9222,3082,Immunization,2023-09-19,2023-10-18,Resolved,29.0
9223,3086,Immunization,2023-09-09,2023-09-15,Resolved,6.0
9224,3089,Transcript,2023-10-28,2023-11-02,Resolved,5.0
9225,3089,Disciplinary,2023-09-09,,Active,
9226,3090,Immunization,2023-09-23,,Active,
9227,3098,Financial,2023-09-30,2023-10-17,Resolved,17.0
9228,3098,Financial,2023-09-23,2023-09-27,Resolved,4.0
9229,3100,Transcript,2023-09-05,2023-09-08,Resolved,3.0
9230,3101,Financial,2023-09-04,,Active,
9231,3101,Financial,2023-09-16,2023-10-11,Resolved,25.0
9232,3104,Financial,2023-10-28,2023-11-03,Resolved,6.0
9233,3104,Disciplinary,2023-09-11,2023-09-12,Resolved,1.0
9234,3107,Academic Advising,2023-09-01,2023-09-22,Resolved,21.0
9235,3107,Disciplinary,2023-10-06,2023-10-14,Resolved,8.0
9236,3108,Financial,2023-09-08,2023-09-22,Resolved,14.0
9237,3108,Financial,2023-10-11,2023-11-09,Resolved,29.0
9238,3110,Financial,2023-10-25,2023-11-17,Resolved,23.0
9239,3123,Financial,2023-09-14,2023-10-08,Resolved,24.0
9240,3125,Transcript,2023-09-29,,Active,
9241,3125,Immunization,2023-10-10,2023-11-02,Resolved,23.0
9242,3126,Financial,2023-10-13,2023-10-23,Resolved,10.0
9243,3126,Immunization,2023-09-08,2023-09-20,Resolved,12.0
9244,3128,Transcript,2023-09-21,2023-10-12,Resolved,21.0
9245,3133,Disciplinary,2023-10-28,2023-10-31,Resolved,3.0
9246,3133,Transcript,2023-10-06,2023-10-14,Resolved,8.0
9247,3134,Academic Advising,2023-09-02,2023-09-27,Resolved,25.0
9248,3135,Academic Advising,2023-09-05,2023-09-21,Resolved,16.0
9249,3135,Disciplinary,2023-09-15,2023-10-04,Resolved,19.0
9250,3136,Immunization,2023-09-16,2023-10-04,Resolved,18.0
9251,3140,Transcript,2023-10-23,2023-11-18,Resolved,26.0
9252,3142,Disciplinary,2023-09-11,,Active,
9253,3142,Academic Advising,2023-10-22,2023-11-18,Resolved,27.0
9254,3146,Transcript,2023-09-14,2023-09-25,Resolved,11.0
9255,3146,Transcript,2023-09-26,2023-09-29,Resolved,3.0
9256,3147,Financial,2023-10-07,2023-10-13,Resolved,6.0
9257,3147,Financial,2023-09-04,,Active,
9258,3154,Disciplinary,2023-10-12,2023-10-24,Resolved,12.0
9259,3154,Academic Advising,2023-09-11,2023-09-22,Resolved,11.0
9260,3157,Transcript,2023-09-26,2023-10-02,Resolved,6.0
9261,3157,Transcript,2023-10-25,2023-11-23,Resolved,29.0
9262,3159,Academic Advising,2023-10-29,2023-11-23,Resolved,25.0
9263,3159,Immunization,2023-10-12,2023-10-22,Resolved,10.0
9264,3161,Academic Advising,2023-09-10,2023-09-24,Resolved,14.0
9265,3164,Financial,2023-09-22,2023-10-03,Resolved,11.0
9266,3165,Transcript,2023-09-18,2023-09-29,Resolved,11.0
9267,3166,Financial,2023-10-05,2023-10-12,Resolved,7.0
