enrollment_id,student_id,course_level,enrolled_flag,enrollment_date,final_grade,completed_flag
8188,2355,300,Yes,2024-01-01,F,No
8189,2355,100,Yes,2024-01-13,D,Yes
8190,2355,300,Yes,2024-01-09,A,Yes
8191,2355,300,Yes,2024-01-16,F,No
8192,2356,200,Yes,2024-01-06,B,Yes
8193,2356,200,Yes,2024-01-05,B,Yes
8194,2356,100,Yes,2024-01-11,A,Yes
8195,2356,300,Yes,2024-01-10,A,Yes
8196,2357,200,Yes,2024-01-19,C,Yes
8197,2357,300,Yes,2024-01-02,A,Yes
8198,2357,300,Yes,2024-01-16,B,Yes
8199,2357,100,Yes,2024-01-01,C,Yes
8200,2357,300,Yes,2024-01-14,C,Yes
8201,2358,400,Yes,2024-01-15,A,Yes
8202,2358,400,Yes,2024-01-14,C,Yes
8203,2358,300,Yes,2024-01-07,F,No
8204,2359,400,Yes,2024-01-03,A,Yes
8205,2359,100,Yes,2024-01-19,A,Yes
8206,2359,100,Yes,2023-12-31,F,No
8207,2361,200,Yes,2024-01-17,B,Yes
8208,2361,400,Yes,2024-01-03,C,Yes
8209,2361,400,Yes,2024-01-03,C,Yes
8210,2362,400,Yes,2024-01-01,A,Yes
8211,2362,200,Yes,2024-01-08,C,Yes
8212,2362,300,Yes,2024-01-04,B,Yes
8213,2362,100,Yes,2024-01-18,A,Yes
8214,2362,200,Yes,2024-01-04,B,Yes
8215,2363,400,Yes,2024-01-06,A,Yes
8216,2363,100,Yes,2024-01-07,W,No
8217,2363,400,Yes,2024-01-10,F,No
8218,2363,400,Yes,2024-01-17,W,No
8219,2363,400,Yes,2024-01-15,W,No
8220,2364,400,Yes,2024-01-16,F,No
8221,2364,100,Yes,2024-01-02,C,Yes
8222,2364,400,Yes,2024-01-06,C,Yes
8223,2364,100,Yes,2024-01-18,A,Yes
8224,2365,100,Yes,2024-01-17,A,Yes
8225,2365,100,Yes,2024-01-14,B,Yes
8226,2365,300,Yes,2024-01-08,B,Yes
8227,2366,200,Yes,2024-01-04,C,Yes
8228,2366,400,Yes,2024-01-10,C,Yes
8229,2366,300,Yes,2024-01-11,F,No
8230,2366,200,Yes,2024-01-01,C,Yes
8231,2367,400,Yes,2024-01-16,D,Yes
8232,2367,200,Yes,2023-12-31,B,Yes
8233,2367,400,Yes,2024-01-19,B,Yes
8234,2367,400,Yes,2024-01-14,B,Yes
8235,2367,100,Yes,2023-12-31,A,Yes
8236,2368,300,Yes,2024-01-11,B,Yes
8237,2368,200,Yes,2024-01-16,C,Yes
8238,2368,100,Yes,2024-01-09,B,Yes
8239,2368,300,Yes,2024-01-04,B,Yes
8240,2369,100,Yes,2024-01-16,C,Yes
8241,2369,200,Yes,2024-01-05,B,Yes
8242,2369,100,Yes,2024-01-16,D,Yes
8243,2369,400,Yes,2024-01-11,B,Yes
8244,2370,200,Yes,2024-01-19,A,Yes
8245,2370,300,Yes,2023-12-31,F,No
8246,2370,400,Yes,2024-01-11,A,Yes
8247,2370,300,Yes,2024-01-15,A,Yes
8248,2371,100,Yes,2024-01-10,F,No
8249,2371,400,Yes,2024-01-10,A,Yes
8250,2371,300,Yes,2024-01-02,D,Yes
8251,2371,200,Yes,2024-01-07,C,Yes
8252,2371,100,Yes,2024-01-17,B,Yes
8253,2372,300,Yes,2024-01-19,D,Yes
8254,2372,300,Yes,2024-01-06,A,Yes
8255,2372,200,Yes,2024-01-10,F,No
8256,2372,400,Yes,2024-01-12,B,Yes
8257,2372,400,Yes,2024-01-02,F,No
8258,2373,400,Yes,2024-01-12,C,Yes
8259,2373,400,Yes,2024-01-03,A,Yes
8260,2373,300,Yes,2024-01-03,C,Yes
8261,2374,100,Yes,2024-01-12,C,Yes
8262,2374,400,Yes,2024-01-03,B,Yes
8263,2374,400,Yes,2024-01-18,D,Yes
8264,2374,100,Yes,2024-01-09,F,No
8265,2375,300,Yes,2024-01-13,A,Yes
8266,2375,200,Yes,2024-01-01,B,Yes
8267,2375,200,Yes,2023-12-31,A,Yes
8268,2375,100,Yes,2024-01-15,W,No
8269,2375,300,Yes,2024-01-12,A,Yes
8270,2377,100,Yes,2024-01-12,A,Yes
8271,2377,300,Yes,2024-01-09,D,Yes
8272,2377,400,Yes,2024-01-13,C,Yes
8273,2377,400,Yes,2024-01-08,F,No
8274,2377,200,Yes,2024-01-14,F,No
8275,2378,300,Yes,2024-01-05,A,Yes
8276,2378,200,Yes,2024-01-09,D,Yes
8277,2378,300,Yes,2024-01-08,B,Yes
8278,2379,300,Yes,2024-01-12,B,Yes
8279,2379,400,Yes,2024-01-17,D,Yes
8280,2379,200,Yes,2024-01-11,A,Yes
8281,2379,100,Yes,2024-01-06,A,Yes
8282,2381,100,Yes,2024-01-18,C,Yes
8283,2381,300,Yes,2024-01-11,A,Yes
8284,2381,100,Yes,2024-01-18,A,Yes
8285,2381,400,Yes,2024-01-03,F,No
8286,2381,300,Yes,2024-01-08,F,No
8287,2383,100,Yes,2024-01-16,A,Yes
8288,2383,300,Yes,2024-01-14,B,Yes
8289,2383,400,Yes,2024-01-04,B,Yes
8290,2383,200,Yes,2024-01-13,F,No
8291,2383,300,Yes,2024-01-05,B,Yes
8292,2384,300,Yes,2024-01-15,C,Yes
8293,2384,100,Yes,2024-01-11,B,Yes
8294,2384,200,Yes,2024-01-05,F,No
8295,2384,400,Yes,2024-01-11,B,Yes
8296,2384,200,Yes,2024-01-19,F,No
8297,2386,300,Yes,2024-01-08,F,No
8298,2386,400,Yes,2024-01-16,D,Yes
8299,2386,200,Yes,2024-01-18,F,No
8300,2387,100,Yes,2024-01-03,B,Yes
8301,2387,400,Yes,2024-01-09,C,Yes
8302,2387,200,Yes,2024-01-19,C,Yes
8303,2388,200,Yes,2024-01-15,C,Yes
8304,2388,400,Yes,2023-12-31,A,Yes
8305,2388,400,Yes,2024-01-08,B,Yes
8306,2388,200,Yes,2024-01-15,F,No
8307,2388,300,Yes,2024-01-08,B,Yes
8308,2389,400,Yes,2024-01-04,A,Yes
8309,2389,400,Yes,2024-01-02,B,Yes
8310,2389,300,Yes,2024-01-03,D,Yes
8311,2389,400,Yes,2024-01-05,W,No
8312,2390,400,Yes,2024-01-17,C,Yes
8313,2390,100,Yes,2024-01-16,W,No
8314,2390,200,Yes,2024-01-17,F,No
8315,2390,400,Yes,2024-01-12,B,Yes
8316,2390,400,Yes,2024-01-18,C,Yes
8317,2391,200,Yes,2024-01-08,F,No
8318,2391,100,Yes,2023-12-31,A,Yes
8319,2391,200,Yes,2024-01-17,C,Yes
8320,2391,300,Yes,2024-01-13,C,Yes
8321,2392,400,Yes,2024-01-07,D,Yes
8322,2392,100,Yes,2024-01-10,A,Yes
8323,2392,400,Yes,2024-01-07,B,Yes
8324,2392,400,Yes,2024-01-14,B,Yes
8325,2392,300,Yes,2024-01-04,A,Yes
8326,2393,300,Yes,2024-01-05,F,No
8327,2393,300,Yes,2024-01-03,W,No
8328,2393,300,Yes,2024-01-16,A,Yes
8329,2394,300,Yes,2024-01-11,C,Yes
8330,2394,300,Yes,2024-01-19,C,Yes
8331,2394,100,Yes,2024-01-05,A,Yes
8332,2394,400,Yes,2024-01-17,A,Yes
8333,2394,200,Yes,2024-01-07,B,Yes
8334,2395,300,Yes,2024-01-19,W,No
8335,2395,100,Yes,2024-01-18,C,Yes
8336,2395,100,Yes,2024-01-19,D,Yes
8337,2395,400,Yes,2024-01-12,B,Yes
8338,2396,300,Yes,2024-01-16,B,Yes
8339,2396,400,Yes,2024-01-09,A,Yes
8340,2396,400,Yes,2024-01-09,A,Yes
8341,2396,100,Yes,2024-01-07,B,Yes
8342,2397,200,Yes,2024-01-09,B,Yes
8343,2397,400,Yes,2024-01-11,A,Yes
8344,2397,400,Yes,2024-01-19,F,No
8345,2398,400,Yes,2024-01-11,B,Yes
8346,2398,400,Yes,2024-01-09,A,Yes
8347,2398,200,Yes,2023-12-31,C,Yes
8348,2398,200,Yes,2024-01-03,F,No
8349,2398,300,Yes,2024-01-08,F,No
8350,2399,300,Yes,2024-01-16,B,Yes
8351,2399,100,Yes,2024-01-09,D,Yes
8352,2399,400,Yes,2024-01-05,B,Yes
8353,2399,100,Yes,2024-01-19,A,Yes
8354,2399,400,Yes,2024-01-19,C,Yes
8355,2400,400,Yes,2024-01-13,W,No
8356,2400,300,Yes,2024-01-12,C,Yes
8357,2400,400,Yes,2024-01-06,F,No
8358,2400,400,Yes,2024-01-04,C,Yes
8359,2401,100,Yes,2024-01-16,B,Yes
8360,2401,100,Yes,2024-01-11,W,No
8361,2401,200,Yes,2024-01-01,B,Yes
8362,2401,300,Yes,2024-01-07,W,No
8363,2402,400,Yes,2024-01-14,C,Yes
8364,2402,400,Yes,2024-01-11,A,Yes
8365,2402,100,Yes,2024-01-14,W,No
8366,2403,400,Yes,2024-01-02,W,No
8367,2403,300,Yes,2024-01-09,A,Yes
8368,2403,300,Yes,2024-01-07,D,Yes
8369,2404,400,Yes,2024-01-09,F,No
8370,2404,300,Yes,2024-01-03,C,Yes
8371,2404,400,Yes,2024-01-12,F,No
8372,2404,100,Yes,2024-01-04,D,Yes
8373,2404,400,Yes,2024-01-17,A,Yes
8374,2405,100,Yes,2024-01-16,C,Yes
8375,2405,300,Yes,2024-01-17,F,No
8376,2405,300,Yes,2023-12-31,B,Yes
8377,2406,100,Yes,2024-01-05,C,Yes
8378,2406,200,Yes,2024-01-05,A,Yes
8379,2406,100,Yes,2024-01-16,C,Yes
8380,2406,400,Yes,2024-01-07,A,Yes
8381,2406,300,Yes,2024-01-01,B,Yes
8382,2407,100,Yes,2024-01-17,A,Yes
8383,2407,300,Yes,2024-01-11,A,Yes
8384,2407,200,Yes,2024-01-01,A,Yes
8385,2408,400,Yes,2024-01-05,B,Yes
8386,2408,300,Yes,2024-01-07,A,Yes
8387,2408,200,Yes,2024-01-03,C,Yes
8388,2408,300,Yes,2024-01-05,F,No
8389,2408,300,Yes,2024-01-12,B,Yes
8390,2409,200,Yes,2024-01-05,F,No
8391,2409,100,Yes,2024-01-10,C,Yes
8392,2409,400,Yes,2024-01-19,F,No
8393,2410,100,Yes,2024-01-10,F,No
8394,2410,400,Yes,2024-01-09,F,No
8395,2410,400,Yes,2023-12-31,B,Yes
8396,2410,400,Yes,2024-01-14,W,No
8397,2410,200,Yes,2024-01-07,D,Yes
8398,2411,400,Yes,2023-12-31,F,No
8399,2411,300,Yes,2024-01-05,B,Yes
8400,2411,200,Yes,2024-01-18,C,Yes
8401,2411,300,Yes,2024-01-04,A,Yes
8402,2412,300,Yes,2024-01-04,F,No
8403,2412,300,Yes,2024-01-07,D,Yes
8404,2412,100,Yes,2024-01-12,C,Yes
8405,2412,300,Yes,2024-01-12,C,Yes
8406,2412,300,Yes,2024-01-16,B,Yes
8407,2413,400,Yes,2024-01-15,W,No
8408,2413,400,Yes,2024-01-05,F,No
8409,2413,300,Yes,2024-01-16,B,Yes
8410,2413,400,Yes,2024-01-04,A,Yes
8411,2413,200,Yes,2024-01-01,F,No
8412,2414,100,Yes,2024-01-07,W,No
8413,2414,100,Yes,2023-12-31,A,Yes
8414,2414,300,Yes,2023-12-31,B,Yes
8415,2414,200,Yes,2024-01-17,B,Yes
8416,2414,300,Yes,2024-01-13,W,No
8417,2415,400,Yes,2024-01-02,B,Yes
8418,2415,400,Yes,2024-01-04,B,Yes
8419,2415,400,Yes,2024-01-15,W,No
8420,2415,100,Yes,2024-01-13,C,Yes
8421,2415,100,Yes,2024-01-02,F,No
8422,2416,200,Yes,2024-01-19,A,Yes
8423,2416,300,Yes,2024-01-11,B,Yes
8424,2416,400,Yes,2023-12-31,B,Yes
8425,2417,100,Yes,2024-01-17,C,Yes
8426,2417,100,Yes,2024-01-04,B,Yes
8427,2417,200,Yes,2024-01-19,C,Yes
8428,2417,400,Yes,2024-01-16,A,Yes
8429,2417,100,Yes,2024-01-18,F,No
8430,2418,100,Yes,2024-01-06,D,Yes
8431,2418,200,Yes,2024-01-07,D,Yes
8432,2418,400,Yes,2024-01-10,B,Yes
8433,2418,400,Yes,2024-01-08,C,Yes
8434,2418,300,Yes,2024-01-19,D,Yes
8435,2419,300,Yes,2024-01-10,F,No
8436,2419,400,Yes,2024-01-04,A,Yes
8437,2419,100,Yes,2024-01-14,A,Yes
8438,2419,100,Yes,2024-01-10,C,Yes
8439,2419,200,Yes,2024-01-04,F,No
8440,2420,400,Yes,2023-12-31,B,Yes
8441,2420,100,Yes,2024-01-15,C,Yes
8442,2420,400,Yes,2024-01-14,B,Yes
8443,2420,300,Yes,2024-01-07,B,Yes
8444,2421,400,Yes,2024-01-18,B,Yes
8445,2421,100,Yes,2024-01-02,A,Yes
8446,2421,400,Yes,2024-01-10,D,Yes
8447,2422,200,Yes,2024-01-09,F,No
8448,2422,300,Yes,2024-01-04,B,Yes
8449,2422,100,Yes,2024-01-07,C,Yes
8450,2422,100,Yes,2024-01-12,B,Yes
8451,2423,100,Yes,2024-01-01,A,Yes
8452,2423,400,Yes,2024-01-10,B,Yes
8453,2423,100,Yes,2024-01-08,D,Yes
8454,2424,300,Yes,2024-01-04,C,Yes
8455,2424,400,Yes,2024-01-04,B,Yes
8456,2424,200,Yes,2024-01-05,C,Yes
8457,2425,400,Yes,2024-01-01,F,No
8458,2425,200,Yes,2024-01-19,A,Yes
8459,2425,300,Yes,2024-01-02,A,Yes
8460,2426,200,Yes,2024-01-18,F,No
8461,2426,400,Yes,2024-01-08,C,Yes
8462,2426,300,Yes,2024-01-12,C,Yes
8463,2427,200,Yes,2024-01-18,F,No
8464,2427,200,Yes,2024-01-09,C,Yes
8465,2427,100,Yes,2024-01-15,B,Yes
8466,2427,100,Yes,2024-01-08,F,No
8467,2427,200,Yes,2024-01-14,A,Yes
8468,2428,400,Yes,2024-01-04,C,Yes
8469,2428,400,Yes,2024-01-14,A,Yes
8470,2428,300,Yes,2024-01-16,A,Yes
8471,2428,200,Yes,2024-01-10,C,Yes
8472,2429,400,Yes,2024-01-18,C,Yes
8473,2429,300,Yes,2024-01-10,B,Yes
8474,2429,200,Yes,2024-01-03,A,Yes
8475,2429,100,Yes,2024-01-01,D,Yes
8476,2430,400,Yes,2024-01-12,B,Yes
8477,2430,300,Yes,2024-01-01,C,Yes
8478,2430,400,Yes,2024-01-17,C,Yes
8479,2431,400,Yes,2023-12-31,B,Yes
8480,2431,400,Yes,2024-01-12,F,No
8481,2431,200,Yes,2023-12-31,B,Yes
8482,2431,200,Yes,2024-01-07,B,Yes
8483,2432,100,Yes,2024-01-02,A,Yes
8484,2432,200,Yes,2024-01-09,C,Yes
8485,2432,400,Yes,2024-01-10,B,Yes
8486,2432,200,Yes,2024-01-17,C,Yes
8487,2432,200,Yes,2024-01-13,F,No
8488,2433,200,Yes,2024-01-07,C,Yes
8489,2433,400,Yes,2024-01-13,B,Yes
8490,2433,400,Yes,2024-01-05,B,Yes
8491,2433,100,Yes,2024-01-17,B,Yes
8492,2433,100,Yes,2024-01-15,C,Yes
8493,2435,100,Yes,2024-01-07,F,No
8494,2435,100,Yes,2024-01-14,B,Yes
8495,2435,200,Yes,2024-01-19,C,Yes
8496,2435,400,Yes,2024-01-17,B,Yes
8497,2436,100,Yes,2024-01-05,D,Yes
8498,2436,400,Yes,2024-01-10,B,Yes
8499,2436,400,Yes,2024-01-04,A,Yes
8500,2437,400,Yes,2024-01-08,A,Yes
8501,2437,100,Yes,2024-01-02,B,Yes
8502,2437,100,Yes,2024-01-15,A,Yes
8503,2437,200,Yes,2023-12-31,B,Yes
8504,2437,400,Yes,2024-01-04,B,Yes
8505,2438,400,Yes,2024-01-16,F,No
8506,2438,200,Yes,2024-01-16,C,Yes
8507,2438,400,Yes,2024-01-08,C,Yes
8508,2440,100,Yes,2024-01-06,C,Yes
8509,2440,200,Yes,2024-01-11,A,Yes
8510,2440,400,Yes,2024-01-09,D,Yes
8511,2441,200,Yes,2024-01-18,A,Yes
8512,2441,300,Yes,2024-01-19,C,Yes
8513,2441,300,Yes,2024-01-07,B,Yes
8514,2442,300,Yes,2023-12-31,A,Yes
8515,2442,100,Yes,2024-01-07,D,Yes
8516,2442,400,Yes,2024-01-19,F,No
8517,2442,200,Yes,2024-01-06,A,Yes
8518,2442,100,Yes,2024-01-14,B,Yes
8519,2443,400,Yes,2024-01-15,W,No
8520,2443,100,Yes,2024-01-17,C,Yes
8521,2443,200,Yes,2024-01-10,B,Yes
8522,2443,100,Yes,2024-01-15,A,Yes
8523,2444,400,Yes,2024-01-05,F,No
8524,2444,300,Yes,2024-01-19,B,Yes
8525,2444,100,Yes,2024-01-08,A,Yes
8526,2444,100,Yes,2024-01-01,A,Yes
8527,2445,100,Yes,2024-01-15,C,Yes
8528,2445,200,Yes,2023-12-31,B,Yes
8529,2445,400,Yes,2024-01-15,B,Yes
8530,2445,400,Yes,2024-01-15,A,Yes
8531,2445,100,Yes,2024-01-16,B,Yes
8532,2446,200,Yes,2024-01-14,C,Yes
8533,2446,200,Yes,2024-01-06,A,Yes
8534,2446,200,Yes,2024-01-07,A,Yes
8535,2446,400,Yes,2024-01-14,A,Yes
8536,2446,100,Yes,2024-01-11,D,Yes
8537,2447,200,Yes,2024-01-03,C,Yes
8538,2447,400,Yes,2024-01-05,B,Yes
8539,2447,300,Yes,2023-12-31,W,No
8540,2448,300,Yes,2024-01-13,D,Yes
8541,2448,200,Yes,2024-01-07,C,Yes
8542,2448,100,Yes,2024-01-14,B,Yes
8543,2448,100,Yes,2024-01-18,B,Yes
8544,2448,200,Yes,2024-01-13,W,No
8545,2449,200,Yes,2024-01-04,D,Yes
8546,2449,300,Yes,2024-01-12,B,Yes
8547,2449,300,Yes,2024-01-14,D,Yes
8548,2450,300,Yes,2024-01-05,F,No
8549,2450,300,Yes,2023-12-31,B,Yes
8550,2450,100,Yes,2024-01-04,C,Yes
8551,2451,100,Yes,2024-01-09,A,Yes
8552,2451,400,Yes,2024-01-05,C,Yes
8553,2451,400,Yes,2024-01-04,B,Yes
8554,2451,200,Yes,2024-01-10,A,Yes
8555,2451,200,Yes,2024-01-03,C,Yes
8556,2452,300,Yes,2024-01-13,A,Yes
8557,2452,200,Yes,2024-01-16,A,Yes
8558,2452,400,Yes,2024-01-13,B,Yes
8559,2452,400,Yes,2024-01-06,C,Yes
8560,2452,100,Yes,2024-01-07,A,Yes
8561,2453,100,Yes,2024-01-03,B,Yes
8562,2453,300,Yes,2024-01-19,B,Yes
8563,2453,100,Yes,2024-01-16,W,No
8564,2453,200,Yes,2024-01-17,C,Yes
8565,2454,300,Yes,2024-01-02,A,Yes
8566,2454,100,Yes,2023-12-31,A,Yes
8567,2454,200,Yes,2024-01-12,D,Yes
8568,2454,400,Yes,2024-01-12,C,Yes
8569,2454,300,Yes,2024-01-04,D,Yes
8570,2455,400,Yes,2023-12-31,C,Yes
8571,2455,200,Yes,2024-01-02,C,Yes
8572,2455,400,Yes,2024-01-16,B,Yes
8573,2455,200,Yes,2024-01-12,B,Yes
8574,2456,400,Yes,2024-01-10,D,Yes
8575,2456,300,Yes,2024-01-09,B,Yes
8576,2456,400,Yes,2024-01-09,C,Yes
8577,2456,200,Yes,2024-01-03,A,Yes
8578,2456,100,Yes,2024-01-06,B,Yes
8579,2457,400,Yes,2024-01-14,B,Yes
8580,2457,300,Yes,2024-01-19,B,Yes
8581,2457,200,Yes,2024-01-02,A,Yes
8582,2457,400,Yes,2024-01-17,B,Yes
8583,2457,400,Yes,2024-01-18,B,Yes
8584,2458,300,Yes,2024-01-04,W,No
8585,2458,400,Yes,2024-01-01,C,Yes
8586,2458,200,Yes,2024-01-18,A,Yes
8587,2459,200,Yes,2024-01-02,W,No
8588,2459,400,Yes,2024-01-16,A,Yes
8589,2459,400,Yes,2024-01-11,A,Yes
8590,2459,200,Yes,2024-01-06,A,Yes
8591,2460,200,Yes,2024-01-19,B,Yes
8592,2460,400,Yes,2024-01-03,C,Yes
8593,2460,300,Yes,2024-01-03,B,Yes
8594,2460,200,Yes,2024-01-08,D,Yes
8595,2461,300,Yes,2024-01-02,C,Yes
8596,2461,200,Yes,2024-01-17,A,Yes
8597,2461,200,Yes,2024-01-19,F,No
8598,2461,100,Yes,2024-01-18,C,Yes
8599,2461,100,Yes,2024-01-17,C,Yes
8600,2462,200,Yes,2024-01-16,W,No
8601,2462,400,Yes,2024-01-19,A,Yes
8602,2462,100,Yes,2024-01-16,F,No
8603,2462,200,Yes,2024-01-17,W,No
8604,2463,400,Yes,2024-01-04,C,Yes
8605,2463,200,Yes,2024-01-12,C,Yes
8606,2463,200,Yes,2024-01-16,B,Yes
8607,2463,300,Yes,2024-01-06,B,Yes
8608,2463,200,Yes,2024-01-07,A,Yes
8609,2464,200,Yes,2024-01-01,F,No
8610,2464,200,Yes,2024-01-19,B,Yes
8611,2464,200,Yes,2024-01-07,F,No
8612,2464,200,Yes,2024-01-09,F,No
8613,2465,100,Yes,2024-01-18,C,Yes
8614,2465,400,Yes,2024-01-01,C,Yes
8615,2465,400,Yes,2024-01-11,B,Yes
8616,2465,400,Yes,2024-01-15,A,Yes
8617,2465,300,Yes,2024-01-10,A,Yes
8618,2466,100,Yes,2024-01-15,A,Yes
8619,2466,200,Yes,2024-01-10,W,No
8620,2466,400,Yes,2024-01-15,F,No
8621,2466,200,Yes,2024-01-14,C,Yes
8622,2467,200,Yes,2024-01-19,F,No
8623,2467,200,Yes,2024-01-07,C,Yes
8624,2467,300,Yes,2023-12-31,A,Yes
8625,2468,400,Yes,2024-01-10,F,No
8626,2468,100,Yes,2024-01-03,W,No
8627,2468,100,Yes,2024-01-15,B,Yes
8628,2468,400,Yes,2023-12-31,A,Yes
8629,2468,300,Yes,2024-01-19,W,No
8630,2469,100,Yes,2024-01-19,F,No
8631,2469,400,Yes,2024-01-02,D,Yes
8632,2469,300,Yes,2024-01-01,C,Yes
8633,2469,400,Yes,2024-01-17,A,Yes
8634,2470,200,Yes,2024-01-10,W,No
8635,2470,200,Yes,2024-01-04,A,Yes
8636,2470,400,Yes,2024-01-14,D,Yes
8637,2471,300,Yes,2024-01-10,C,Yes
8638,2471,200,Yes,2024-01-09,D,Yes
8639,2471,400,Yes,2024-01-13,F,No
8640,2473,200,Yes,2024-01-03,C,Yes
8641,2473,100,Yes,2024-01-14,A,Yes
8642,2473,400,Yes,2024-01-13,F,No
8643,2473,400,Yes,2024-01-10,A,Yes
8644,2474,100,Yes,2024-01-03,C,Yes
8645,2474,200,Yes,2023-12-31,C,Yes
8646,2474,300,Yes,2024-01-05,F,No
8647,2474,200,Yes,2024-01-01,C,Yes
8648,2475,300,Yes,2024-01-19,B,Yes
8649,2475,400,Yes,2024-01-14,B,Yes
8650,2475,100,Yes,2024-01-17,F,No
8651,2475,200,Yes,2024-01-01,C,Yes
8652,2475,100,Yes,2024-01-01,C,Yes
8653,2476,200,Yes,2024-01-19,C,Yes
8654,2476,300,Yes,2024-01-18,W,No
8655,2476,200,Yes,2024-01-14,C,Yes
8656,2477,300,Yes,2024-01-18,A,Yes
8657,2477,100,Yes,2024-01-08,C,Yes
8658,2477,400,Yes,2023-12-31,D,Yes
8659,2477,400,Yes,2024-01-13,C,Yes
8660,2477,400,Yes,2024-01-19,A,Yes
8661,2478,400,Yes,2024-01-09,F,No
8662,2478,200,Yes,2024-01-17,A,Yes
8663,2478,200,Yes,2024-01-12,A,Yes
8664,2479,400,Yes,2024-01-18,B,Yes
8665,2479,100,Yes,2024-01-19,C,Yes
8666,2479,200,Yes,2024-01-03,A,Yes
8667,2479,100,Yes,2024-01-05,C,Yes
8668,2479,100,Yes,2024-01-02,A,Yes
8669,2480,200,Yes,2024-01-04,A,Yes
8670,2480,100,Yes,2024-01-08,D,Yes
8671,2480,100,Yes,2024-01-12,B,Yes
8672,2480,200,Yes,2024-01-01,C,Yes
8673,2480,300,Yes,2024-01-12,C,Yes
8674,2481,300,Yes,2024-01-09,F,No
8675,2481,200,Yes,2024-01-03,F,No
8676,2481,400,Yes,2024-01-09,B,Yes
8677,2481,100,Yes,2024-01-15,W,No
8678,2482,400,Yes,2024-01-01,B,Yes
8679,2482,200,Yes,2024-01-05,F,No
8680,2482,400,Yes,2024-01-04,A,Yes
8681,2483,200,Yes,2024-01-07,B,Yes
8682,2483,400,Yes,2024-01-08,D,Yes
8683,2483,300,Yes,2024-01-05,C,Yes
8684,2483,200,Yes,2024-01-04,D,Yes
8685,2484,300,Yes,2024-01-01,W,No
8686,2484,300,Yes,2024-01-15,A,Yes
8687,2484,300,Yes,2024-01-19,C,Yes
8688,2486,100,Yes,2024-01-05,C,Yes
8689,2486,400,Yes,2024-01-14,B,Yes
8690,2486,400,Yes,2024-01-19,B,Yes
8691,2486,200,Yes,2024-01-16,C,Yes
8692,2487,400,Yes,2024-01-13,B,Yes
8693,2487,400,Yes,2023-12-31,B,Yes
8694,2487,100,Yes,2024-01-09,B,Yes
8695,2487,300,Yes,2024-01-11,B,Yes
8696,2488,300,Yes,2024-01-11,B,Yes
8697,2488,200,Yes,2024-01-16,B,Yes
8698,2488,200,Yes,2023-12-31,A,Yes
8699,2489,100,Yes,2024-01-13,B,Yes
8700,2489,300,Yes,2024-01-04,B,Yes
8701,2489,400,Yes,2024-01-06,C,Yes
8702,2489,300,Yes,2024-01-14,B,Yes
8703,2491,100,Yes,2024-01-19,B,Yes
8704,2491,100,Yes,2024-01-12,B,Yes
8705,2491,400,Yes,2024-01-07,F,No
8706,2491,400,Yes,2024-01-16,B,Yes
8707,2491,100,Yes,2024-01-09,A,Yes
8708,2492,200,Yes,2024-01-14,D,Yes
8709,2492,200,Yes,2024-01-08,B,Yes
8710,2492,400,Yes,2024-01-10,F,No
8711,2492,100,Yes,2024-01-14,B,Yes
8712,2492,400,Yes,2024-01-16,B,Yes
8713,2493,300,Yes,2024-01-07,A,Yes
8714,2493,300,Yes,2024-01-03,B,Yes
8715,2493,300,Yes,2024-01-18,W,No
8716,2494,100,Yes,2024-01-15,C,Yes
8717,2494,300,Yes,2024-01-08,B,Yes
8718,2494,300,Yes,2024-01-16,C,Yes
8719,2494,200,Yes,2024-01-16,W,No
8720,2495,100,Yes,2024-01-05,A,Yes
8721,2495,100,Yes,2023-12-31,C,Yes
8722,2495,400,Yes,2024-01-16,C,Yes
8723,2495,200,Yes,2024-01-19,B,Yes
8724,2496,400,Yes,2024-01-05,F,No
8725,2496,100,Yes,2024-01-02,D,Yes
8726,2496,300,Yes,2024-01-03,C,Yes
8727,2496,300,Yes,2024-01-03,C,Yes
8728,2496,400,Yes,2024-01-14,A,Yes
8729,2497,300,Yes,2024-01-11,D,Yes
8730,2497,200,Yes,2024-01-03,D,Yes
8731,2497,200,Yes,2024-01-05,B,Yes
8732,2497,100,Yes,2024-01-10,B,Yes
8733,2498,100,Yes,2024-01-03,B,Yes
8734,2498,200,Yes,2024-01-02,W,No
8735,2498,100,Yes,2023-12-31,D,Yes
8736,2499,200,Yes,2024-01-04,D,Yes
8737,2499,200,Yes,2024-01-02,A,Yes
8738,2499,200,Yes,2024-01-08,F,No
8739,2500,400,Yes,2024-01-14,B,Yes
8740,2500,200,Yes,2024-01-18,C,Yes
8741,2500,400,Yes,2024-01-19,F,No
8742,2500,200,Yes,2024-01-10,B,Yes
8743,2500,400,Yes,2023-12-31,B,Yes
8744,2501,400,Yes,2024-01-06,C,Yes
8745,2501,200,Yes,2024-01-04,F,No
8746,2501,200,Yes,2024-01-02,C,Yes
8747,2502,200,Yes,2024-01-05,B,Yes
8748,2502,400,Yes,2024-01-11,C,Yes
8749,2502,400,Yes,2024-01-07,B,Yes
8750,2502,200,Yes,2024-01-01,W,No
8751,2502,400,Yes,2024-01-17,C,Yes
8752,2503,400,Yes,2024-01-04,B,Yes
8753,2503,400,Yes,2024-01-18,B,Yes
8754,2503,200,Yes,2024-01-15,C,Yes
