student_id,age,gender,major,class_level,international_student,first_generation,admission_term,academic_standing,gpa_band,student_status
2561,34,Non-binary,Mechanical Engineering,Sophomore,No,No,Spring 2024,Good Standing,Medium,Graduate
2562,34,Non-binary,Business Administration,Freshman,No,Yes,Spring 2023,Probation,High,Enrolled
2563,20,Male,Education,Junior,Yes,No,Spring 2023,Good Standing,Low,Enrolled
2564,29,Non-binary,Nursing,Junior,No,Yes,Fall 2023,Good Standing,Low,Dropout
2565,23,Male,Education,Sophomore,No,Yes,Spring 2023,Good Standing,Low,Dropout
2566,28,Female,Business Administration,Junior,No,No,Spring 2024,Good Standing,High,Graduate
2567,20,Non-binary,Business Administration,Junior,No,No,Spring 2024,Good Standing,High,Dropout
2568,25,Non-binary,Education,Freshman,Yes,Yes,Spring 2024,Good Standing,Medium,Dropout
2569,31,Non-binary,Nursing,Senior,No,Yes,Spring 2024,Probation,High,Graduate
2570,31,Female,Education,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate
2571,27,Male,Education,Senior,No,No,Fall 2022,Good Standing,Medium,Graduate
2572,19,Male,Computer Science,Senior,No,No,Fall 2023,Good Standing,High,Graduate
2573,31,Non-binary,Nursing,Senior,Yes,Yes,Fall 2023,Good Standing,Medium,Dropout
2574,26,Female,Architecture,Junior,No,No,Spring 2023,Warning,Low,Dropout
2575,20,Female,Architecture,Freshman,Yes,Yes,Spring 2024,Good Standing,Low,Dropout
2576,25,Female,Computer Science,Junior,Yes,Yes,Fall 2022,Good Standing,Medium,Graduate
2577,33,Female,Mechanical Engineering,Sophomore,No,No,Spring 2024,Probation,Medium,Graduate
2578,19,Female,Biology,Freshman,Yes,No,Spring 2024,Good Standing,High,Enrolled
2579,23,Male,Architecture,Senior,No,Yes,Spring 2023,Probation,High,Graduate
2580,29,Male,Education,Junior,Yes,Yes,Fall 2022,Good Standing,Medium,Graduate
2581,22,Male,Mechanical Engineering,Junior,No,No,Fall 2022,Good Standing,Low,Dropout
2582,19,Non-binary,Architecture,Freshman,Yes,Yes,Fall 2023,Probation,High,Enrolled
2583,33,Female,Nursing,Freshman,Yes,Yes,Spring 2024,Good Standing,High,Graduate
2584,22,Non-binary,Education,Senior,No,No,Fall 2022,Good Standing,High,Graduate
2585,32,Female,Biology,Senior,No,Yes,Fall 2023,Good Standing,High,Enrolled
2586,29,Male,Mechanical Engineering,Sophomore,No,Yes,Fall 2022,Good Standing,High,Enrolled
2587,21,Non-binary,Architecture,Senior,No,No,Spring 2024,Probation,Medium,Enrolled
2588,32,Male,Architecture,Junior,Yes,No,Fall 2023,Good Standing,Medium,Enrolled
2589,28,Female,Psychology,Sophomore,No,No,Fall 2022,Good Standing,High,Dropout
2590,33,Female,Architecture,Sophomore,Yes,No,Spring 2023,Good Standing,High,Graduate
2591,23,Female,Business Administration,Sophomore,No,No,Fall 2022,Good Standing,Medium,Enrolled
2592,31,Male,Education,Freshman,No,No,Spring 2024,Probation,Medium,Graduate
2593,29,Female,Biology,Senior,No,No,Spring 2023,Good Standing,High,Dropout
2594,28,Male,Business Administration,Sophomore,No,Yes,Fall 2022,Probation,Low,Dropout
2595,30,Non-binary,Computer Science,Freshman,Yes,No,Fall 2022,Good Standing,Medium,Graduate
2596,28,Female,Mechanical Engineering,Freshman,No,No,Fall 2023,Good Standing,Medium,Graduate
2597,33,Female,Architecture,Sophomore,No,No,Spring 2024,Warning,Low,Enrolled
2598,32,Female,Computer Science,Sophomore,No,No,Fall 2022,Good Standing,Medium,Graduate
2599,32,Non-binary,Biology,Junior,Yes,No,Fall 2022,Good Standing,Low,Dropout
2600,21,Female,Education,Sophomore,No,No,Fall 2022,Good Standing,Low,Dropout
2601,28,Male,Business Administration,Junior,No,Yes,Spring 2024,Good Standing,High,Graduate
2602,32,Male,Business Administration,Sophomore,No,Yes,Spring 2023,Good Standing,Low,Dropout
2603,21,Female,Mechanical Engineering,Sophomore,No,No,Spring 2024,Good Standing,High,Enrolled
2604,30,Female,Education,Senior,No,Yes,Fall 2023,Good Standing,High,Enrolled
2605,19,Non-binary,Architecture,Sophomore,No,Yes,Fall 2023,Good Standing,Low,Enrolled
2606,31,Non-binary,Psychology,Sophomore,No,Yes,Spring 2024,Good Standing,Low,Dropout
2607,21,Non-binary,Psychology,Junior,No,Yes,Fall 2022,Good Standing,Medium,Graduate
2608,33,Female,Mechanical Engineering,Junior,No,No,Fall 2022,Good Standing,High,Enrolled
2609,31,Non-binary,Education,Senior,Yes,Yes,Spring 2023,Good Standing,Medium,Graduate
2610,32,Non-binary,Mechanical Engineering,Sophomore,No,Yes,Spring 2024,Good Standing,Medium,Enrolled
2611,20,Male,Education,Sophomore,No,Yes,Spring 2024,Warning,High,Graduate
2612,25,Non-binary,Biology,Junior,No,No,Fall 2022,Good Standing,Low,Dropout
2613,33,Male,Biology,Freshman,Yes,Yes,Fall 2023,Probation,Medium,Graduate
2614,27,Male,Computer Science,Freshman,No,No,Fall 2023,Good Standing,High,Enrolled
2615,21,Non-binary,Architecture,Freshman,Yes,Yes,Spring 2023,Good Standing,High,Enrolled
2616,19,Male,Mechanical Engineering,Junior,No,No,Spring 2023,Good Standing,Medium,Enrolled
2617,34,Female,Architecture,Junior,No,No,Fall 2023,Probation,Medium,Graduate
2618,30,Female,Education,Freshman,Yes,Yes,Spring 2024,Good Standing,High,Enrolled
2619,21,Non-binary,Psychology,Freshman,No,No,Spring 2023,Warning,Medium,Enrolled
2620,28,Female,Architecture,Sophomore,No,No,Fall 2022,Good Standing,High,Dropout
2621,24,Male,Education,Junior,No,No,Spring 2024,Good Standing,Medium,Graduate
2622,29,Female,Biology,Junior,No,No,Fall 2022,Probation,Medium,Enrolled
2623,27,Non-binary,Education,Freshman,No,No,Spring 2023,Good Standing,High,Enrolled
2624,24,Non-binary,Mechanical Engineering,Freshman,No,No,Fall 2023,Good Standing,Medium,Graduate
2625,30,Male,Computer Science,Senior,Yes,No,Spring 2023,Good Standing,Medium,Graduate
2626,24,Non-binary,Computer Science,Junior,No,Yes,Fall 2023,Probation,Medium,Enrolled
2627,34,Female,Computer Science,Senior,No,Yes,Spring 2024,Good Standing,Medium,Graduate
2628,27,Non-binary,Computer Science,Sophomore,No,No,Spring 2023,Good Standing,Low,Enrolled
2629,27,Male,Biology,Senior,No,No,Spring 2023,Good Standing,Low,Dropout
2630,21,Non-binary,Nursing,Freshman,Yes,No,Spring 2023,Good Standing,High,Graduate
2631,21,Female,Architecture,Junior,No,No,Spring 2024,Good Standing,Medium,Graduate
2632,24,Male,Mechanical Engineering,Junior,No,No,Fall 2022,Good Standing,High,Enrolled
2633,18,Female,Business Administration,Senior,No,No,Fall 2022,Good Standing,High,Dropout
2634,29,Male,Mechanical Engineering,Senior,No,No,Fall 2023,Good Standing,High,Enrolled
2635,30,Non-binary,Nursing,Sophomore,No,No,Spring 2023,Good Standing,Low,Enrolled
2636,27,Male,Computer Science,Sophomore,No,No,Fall 2022,Good Standing,Medium,Graduate
2637,32,Male,Nursing,Freshman,No,Yes,Spring 2024,Good Standing,High,Enrolled
2638,30,Non-binary,Psychology,Freshman,No,Yes,Spring 2023,Good Standing,High,Graduate
2639,26,Female,Psychology,Freshman,No,No,Fall 2023,Good Standing,Low,Enrolled
2640,26,Non-binary,Architecture,Senior,No,No,Fall 2022,Warning,Medium,Graduate
2641,32,Male,Biology,Senior,No,Yes,Spring 2024,Good Standing,Medium,Dropout
2642,27,Non-binary,Mechanical Engineering,Junior,Yes,Yes,Spring 2024,Good Standing,Low,Dropout
2643,27,Male,Mechanical Engineering,Freshman,No,No,Fall 2023,Good Standing,Medium,Enrolled
2644,25,Non-binary,Business Administration,Senior,No,No,Fall 2022,Good Standing,High,Graduate
2645,33,Non-binary,Biology,Junior,No,No,Spring 2023,Good Standing,Medium,Enrolled
2646,34,Female,Business Administration,Freshman,No,No,Spring 2024,Probation,Low,Enrolled
2647,22,Male,Psychology,Sophomore,No,No,Fall 2023,Good Standing,Low,Enrolled
2648,21,Female,Computer Science,Sophomore,Yes,Yes,Spring 2024,Good Standing,High,Enrolled
2649,21,Male,Nursing,Senior,No,No,Spring 2024,Good Standing,High,Enrolled
2650,24,Non-binary,Business Administration,Junior,No,No,Fall 2022,Probation,High,Graduate
2651,27,Male,Education,Sophomore,No,Yes,Fall 2022,Good Standing,Medium,Graduate
2652,21,Female,Business Administration,Junior,No,Yes,Spring 2023,Good Standing,Medium,Enrolled
2653,27,Female,Computer Science,Junior,Yes,Yes,Spring 2024,Good Standing,High,Dropout
2654,18,Female,Computer Science,Sophomore,No,No,Fall 2023,Good Standing,Medium,Enrolled
2655,22,Male,Mechanical Engineering,Junior,Yes,Yes,Spring 2024,Probation,Medium,Graduate
2656,32,Female,Nursing,Sophomore,Yes,No,Fall 2023,Good Standing,Medium,Dropout
2657,34,Female,Computer Science,Senior,Yes,No,Spring 2024,Good Standing,Low,Dropout
2658,20,Female,Biology,Freshman,No,No,Fall 2023,Good Standing,Medium,Graduate
2659,29,Non-binary,Business Administration,Freshman,No,No,Spring 2024,Good Standing,Medium,Dropout
2660,19,Non-binary,Business Administration,Senior,No,Yes,Spring 2024,Good Standing,Medium,Enrolled
2661,18,Male,Psychology,Sophomore,No,No,Spring 2023,Probation,Low,Dropout
2662,34,Male,Computer Science,Sophomore,No,No,Fall 2022,Good Standing,High,Dropout
2663,33,Female,Education,Sophomore,No,Yes,Fall 2022,Good Standing,Low,Enrolled
2664,22,Non-binary,Mechanical Engineering,Sophomore,No,No,Fall 2023,Good Standing,High,Graduate
2665,32,Female,Nursing,Senior,No,No,Spring 2024,Probation,High,Enrolled
2666,20,Female,Education,Freshman,No,Yes,Spring 2024,Good Standing,High,Enrolled
2667,24,Non-binary,Mechanical Engineering,Junior,No,No,Fall 2022,Warning,Low,Enrolled
2668,28,Non-binary,Business Administration,Junior,Yes,No,Fall 2023,Good Standing,Medium,Graduate
2669,27,Non-binary,Education,Freshman,No,No,Spring 2023,Good Standing,High,Dropout
2670,26,Male,Mechanical Engineering,Senior,No,No,Spring 2023,Good Standing,Low,Dropout
2671,31,Male,Business Administration,Junior,Yes,Yes,Spring 2023,Good Standing,Medium,Graduate
2672,30,Female,Business Administration,Freshman,No,Yes,Spring 2024,Good Standing,Low,Enrolled
2673,19,Male,Business Administration,Senior,No,No,Fall 2023,Good Standing,High,Graduate
2674,20,Non-binary,Business Administration,Junior,No,No,Fall 2022,Good Standing,High,Graduate
2675,24,Non-binary,Biology,Sophomore,No,No,Spring 2024,Good Standing,Medium,Enrolled
2676,20,Male,Business Administration,Sophomore,No,Yes,Spring 2024,Good Standing,Medium,Graduate
2677,27,Female,Psychology,Senior,Yes,No,Spring 2023,Good Standing,Medium,Graduate
2678,24,Female,Education,Sophomore,Yes,Yes,Fall 2023,Probation,Medium,Dropout
2679,26,Male,Mechanical Engineering,Senior,No,Yes,Fall 2023,Good Standing,Medium,Graduate
2680,34,Female,Psychology,Freshman,Yes,No,Spring 2023,Probation,High,Graduate
2681,28,Female,Biology,Freshman,No,Yes,Spring 2023,Good Standing,Medium,Enrolled
2682,24,Female,Architecture,Junior,Yes,Yes,Spring 2023,Good Standing,Medium,Enrolled
2683,31,Non-binary,Architecture,Senior,No,Yes,Spring 2024,Warning,High,Graduate
2684,21,Non-binary,Psychology,Junior,No,Yes,Spring 2024,Good Standing,High,Graduate
2685,23,Male,Computer Science,Junior,No,No,Spring 2024,Good Standing,Medium,Graduate
2686,27,Non-binary,Computer Science,Freshman,No,No,Fall 2022,Good Standing,Low,Dropout
2687,24,Female,Computer Science,Junior,No,Yes,Fall 2022,Good Standing,High,Enrolled
2688,30,Non-binary,Nursing,Sophomore,No,No,Fall 2023,Good Standing,High,Graduate
2689,31,Male,Computer Science,Junior,No,No,Spring 2023,Probation,High,Dropout
2690,21,Non-binary,Mechanical Engineering,Senior,No,No,Spring 2023,Good Standing,Low,Enrolled
2691,25,Female,Psychology,Sophomore,No,Yes,Spring 2024,Good Standing,Medium,Dropout
2692,22,Female,Mechanical Engineering,Freshman,No,No,Fall 2022,Good Standing,Low,Enrolled
2693,18,Male,Education,Senior,No,No,Spring 2023,Good Standing,Low,Dropout
2694,21,Non-binary,Computer Science,Sophomore,No,Yes,Fall 2023,Good Standing,Medium,Enrolled
2695,20,Non-binary,Biology,Senior,No,No,Spring 2023,Good Standing,High,Enrolled
2696,26,Non-binary,Nursing,Sophomore,No,No,Spring 2024,Good Standing,Medium,Enrolled
2697,25,Female,Education,Senior,No,No,Spring 2024,Probation,High,Graduate
2698,18,Male,Biology,Senior,No,Yes,Fall 2022,Good Standing,High,Graduate
2699,23,Non-binary,Nursing,Sophomore,No,Yes,Fall 2023,Good Standing,High,Graduate
2700,26,Female,Architecture,Freshman,No,Yes,Fall 2023,Good Standing,Medium,Graduate
2701,24,Female,Education,Freshman,No,No,Spring 2023,Probation,Medium,Graduate
2702,21,Female,Architecture,Senior,No,Yes,Fall 2023,Good Standing,Medium,Graduate
2703,30,Non-binary,Psychology,Senior,No,No,Spring 2023,Probation,Medium,Graduate
2704,34,Non-binary,Mechanical Engineering,Freshman,No,No,Spring 2023,Good Standing,High,Dropout
2705,19,Non-binary,Business Administration,Freshman,Yes,Yes,Fall 2022,Good Standing,Medium,Enrolled
2706,22,Non-binary,Mechanical Engineering,Junior,No,Yes,Fall 2023,Good Standing,Medium,Enrolled
2707,29,Non-binary,Computer Science,Freshman,No,No,Spring 2024,Good Standing,High,Enrolled
2708,25,Non-binary,Architecture,Senior,No,No,Spring 2023,Good Standing,Medium,Enrolled
2709,23,Non-binary,Biology,Sophomore,Yes,Yes,Spring 2023,Probation,Medium,Graduate
2710,25,Non-binary,Business Administration,Freshman,Yes,No,Spring 2023,Good Standing,High,Graduate
2711,20,Non-binary,Nursing,Junior,No,No,Fall 2023,Good Standing,High,Dropout
2712,29,Female,Architecture,Junior,No,No,Fall 2023,Good Standing,Low,Enrolled
2713,20,Non-binary,Psychology,Junior,No,No,Fall 2023,Good Standing,High,Graduate
2714,23,Male,Psychology,Sophomore,No,Yes,Spring 2023,Good Standing,Medium,Dropout
2715,19,Female,Architecture,Freshman,Yes,No,Spring 2024,Good Standing,Low,Enrolled
2716,29,Non-binary,Architecture,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate
2717,19,Male,Architecture,Freshman,No,Yes,Fall 2023,Good Standing,High,Enrolled
2718,23,Non-binary,Nursing,Sophomore,No,No,Spring 2024,Good Standing,Low,Dropout
2719,34,Male,Computer Science,Sophomore,No,Yes,Spring 2023,Good Standing,Medium,Graduate
2720,20,Male,Nursing,Senior,Yes,No,Fall 2023,Good Standing,Medium,Graduate
2721,19,Male,Education,Junior,No,No,Fall 2023,Good Standing,Medium,Dropout
2722,25,Male,Biology,Junior,No,No,Spring 2023,Probation,Medium,Dropout
2723,29,Female,Architecture,Freshman,No,Yes,Fall 2023,Good Standing,Low,Enrolled
2724,21,Female,Biology,Sophomore,No,No,Spring 2023,Good Standing,Low,Dropout
2725,22,Male,Computer Science,Sophomore,No,Yes,Fall 2023,Good Standing,Medium,Enrolled
2726,30,Non-binary,Business Administration,Freshman,No,No,Spring 2024,Good Standing,Low,Enrolled
2727,32,Male,Nursing,Freshman,No,No,Fall 2023,Good Standing,Low,Enrolled
2728,33,Female,Computer Science,Senior,No,No,Fall 2023,Warning,Low,Dropout
2729,27,Non-binary,Biology,Junior,No,Yes,Fall 2023,Good Standing,Medium,Enrolled
2730,33,Female,Business Administration,Junior,No,No,Fall 2022,Good Standing,High,Graduate
2731,29,Female,Nursing,Junior,No,Yes,Spring 2024,Good Standing,Medium,Enrolled
2732,34,Non-binary,Psychology,Senior,No,No,Spring 2023,Good Standing,High,Enrolled
2733,33,Male,Nursing,Freshman,No,No,Fall 2022,Good Standing,Medium,Graduate
2734,29,Male,Mechanical Engineering,Freshman,No,No,Spring 2024,Probation,High,Dropout
2735,25,Male,Nursing,Junior,No,No,Fall 2023,Good Standing,Low,Enrolled
2736,20,Male,Mechanical Engineering,Junior,Yes,No,Fall 2023,Good Standing,Medium,Graduate
2737,33,Non-binary,Business Administration,Senior,No,Yes,Spring 2023,Warning,Medium,Dropout
2738,30,Non-binary,Nursing,Sophomore,No,No,Spring 2023,Good Standing,Medium,Graduate
2739,25,Non-binary,Business Administration,Sophomore,No,Yes,Spring 2024,Good Standing,High,Dropout
2740,22,Female,Business Administration,Junior,No,No,Spring 2024,Good Standing,Medium,Graduate
2741,25,Non-binary,Biology,Senior,No,No,Spring 2023,Good Standing,Medium,Enrolled
2742,29,Male,Computer Science,Junior,No,No,Spring 2024,Good Standing,Low,Dropout
2743,18,Female,Business Administration,Sophomore,No,Yes,Spring 2023,Probation,High,Dropout
2744,23,Male,Business Administration,Junior,No,No,Fall 2023,Probation,High,Graduate
2745,25,Male,Biology,Sophomore,No,Yes,Spring 2023,Good Standing,Medium,Graduate
2746,24,Non-binary,Biology,Sophomore,No,Yes,Fall 2022,Good Standing,High,Graduate
2747,18,Non-binary,Nursing,Sophomore,No,Yes,Spring 2023,Probation,High,Graduate
2748,33,Male,Biology,Freshman,No,No,Spring 2023,Good Standing,High,Graduate
2749,29,Male,Nursing,Freshman,No,Yes,Fall 2022,Good Standing,Medium,Dropout
2750,23,Female,Psychology,Junior,No,Yes,Fall 2022,Good Standing,High,Graduate
2751,19,Non-binary,Biology,Sophomore,No,Yes,Fall 2022,Good Standing,Medium,Enrolled
2752,31,Female,Computer Science,Freshman,No,Yes,Fall 2022,Probation,Low,Enrolled
2753,21,Female,Business Administration,Junior,Yes,No,Spring 2023,Good Standing,Medium,Dropout
2754,18,Female,Computer Science,Junior,No,No,Spring 2024,Good Standing,Medium,Enrolled
2755,30,Male,Mechanical Engineering,Junior,No,Yes,Fall 2022,Good Standing,Medium,Graduate
2756,19,Female,Architecture,Junior,Yes,No,Fall 2023,Good Standing,High,Enrolled
2757,26,Female,Biology,Junior,No,No,Spring 2023,Good Standing,High,Graduate
2758,19,Male,Business Administration,Senior,No,No,Spring 2024,Good Standing,High,Graduate
2759,26,Non-binary,Computer Science,Sophomore,No,No,Fall 2023,Probation,Medium,Dropout
2760,18,Non-binary,Biology,Junior,No,Yes,Spring 2023,Good Standing,Medium,Graduate
2761,28,Female,Biology,Senior,No,No,Spring 2023,Warning,Low,Dropout
2762,20,Male,Architecture,Sophomore,No,Yes,Fall 2023,Good Standing,Low,Dropout
2763,21,Non-binary,Psychology,Freshman,No,Yes,Fall 2022,Good Standing,High,Graduate
2764,23,Female,Psychology,Junior,No,No,Fall 2022,Good Standing,Medium,Enrolled
2765,20,Female,Business Administration,Senior,No,No,Fall 2023,Probation,High,Enrolled
2766,28,Male,Mechanical Engineering,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Dropout
2767,32,Female,Psychology,Senior,Yes,No,Fall 2022,Good Standing,High,Graduate
2768,22,Non-binary,Architecture,Sophomore,Yes,No,Spring 2023,Good Standing,Low,Enrolled
2769,27,Male,Psychology,Sophomore,No,No,Spring 2023,Good Standing,Low,Enrolled
2770,29,Non-binary,Mechanical Engineering,Freshman,No,No,Spring 2024,Good Standing,High,Dropout
2771,32,Non-binary,Computer Science,Senior,No,No,Spring 2023,Good Standing,Medium,Graduate
2772,34,Non-binary,Psychology,Junior,No,No,Fall 2022,Good Standing,Medium,Graduate
2773,27,Female,Architecture,Junior,No,Yes,Spring 2024,Good Standing,Medium,Graduate
2774,23,Female,Nursing,Freshman,No,Yes,Fall 2022,Good Standing,Medium,Enrolled
2775,30,Non-binary,Architecture,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Dropout
2776,20,Non-binary,Education,Freshman,No,No,Fall 2023,Good Standing,Low,Dropout
2777,27,Male,Education,Senior,Yes,No,Spring 2023,Good Standing,Medium,Dropout
2778,31,Male,Psychology,Junior,No,No,Spring 2024,Good Standing,Medium,Dropout
2779,23,Female,Computer Science,Junior,No,No,Fall 2023,Good Standing,Low,Enrolled
2780,20,Female,Biology,Junior,No,Yes,Fall 2022,Good Standing,Low,Enrolled
2781,33,Male,Computer Science,Freshman,No,Yes,Fall 2023,Good Standing,Medium,Enrolled
2782,24,Non-binary,Architecture,Junior,No,Yes,Fall 2022,Good Standing,High,Dropout
2783,31,Female,Business Administration,Sophomore,No,No,Spring 2024,Good Standing,Medium,Graduate
2784,26,Non-binary,Nursing,Freshman,No,No,Spring 2024,Good Standing,Low,Enrolled
2785,32,Male,Computer Science,Junior,No,No,Spring 2023,Good Standing,High,Graduate
2786,20,Female,Mechanical Engineering,Senior,No,No,Spring 2023,Good Standing,Medium,Enrolled
2787,19,Female,Architecture,Freshman,No,No,Spring 2024,Good Standing,High,Graduate
2788,19,Male,Nursing,Sophomore,No,No,Fall 2022,Good Standing,Medium,Enrolled
2789,20,Female,Education,Sophomore,No,No,Fall 2022,Good Standing,Low,Dropout
2790,31,Male,Architecture,Senior,No,No,Spring 2024,Good Standing,Medium,Graduate
2791,27,Female,Nursing,Senior,No,No,Fall 2022,Good Standing,Medium,Enrolled
2792,19,Male,Mechanical Engineering,Freshman,No,No,Spring 2024,Good Standing,Low,Dropout
2793,18,Female,Psychology,Freshman,No,No,Spring 2023,Warning,High,Dropout
2794,21,Non-binary,Mechanical Engineering,Sophomore,No,No,Fall 2022,Good Standing,Low,Dropout
2795,31,Non-binary,Mechanical Engineering,Senior,No,Yes,Spring 2023,Good Standing,Medium,Enrolled
2796,18,Non-binary,Psychology,Freshman,No,Yes,Fall 2023,Good Standing,Medium,Graduate
2797,31,Female,Psychology,Sophomore,No,No,Spring 2023,Good Standing,Medium,Dropout
2798,33,Female,Psychology,Senior,No,No,Fall 2023,Good Standing,Medium,Graduate
2799,31,Non-binary,Psychology,Sophomore,No,Yes,Spring 2023,Good Standing,Low,Enrolled
2800,20,Non-binary,Psychology,Junior,No,Yes,Spring 2023,Probation,Low,Dropout
2801,20,Male,Mechanical Engineering,Senior,No,Yes,Fall 2022,Good Standing,Low,Enrolled
2802,26,Male,Business Administration,Freshman,No,No,Spring 2023,Good Standing,High,Graduate
2803,23,Male,Business Administration,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Graduate
2804,30,Non-binary,Architecture,Junior,No,Yes,Fall 2022,Good Standing,Medium,Graduate
2805,19,Non-binary,Computer Science,Senior,No,Yes,Fall 2022,Probation,Low,Enrolled
2806,25,Non-binary,Business Administration,Sophomore,No,Yes,Fall 2022,Good Standing,Medium,Enrolled
2807,19,Male,Education,Freshman,No,No,Spring 2023,Good Standing,Low,Dropout
2808,21,Female,Business Administration,Junior,No,Yes,Fall 2022,Good Standing,Low,Dropout
2809,32,Non-binary,Mechanical Engineering,Junior,No,No,Fall 2023,Good Standing,Medium,Graduate
2810,21,Female,Psychology,Senior,No,No,Fall 2023,Probation,Low,Enrolled
2811,30,Female,Architecture,Senior,No,No,Spring 2023,Probation,Low,Enrolled
2812,29,Female,Psychology,Freshman,No,Yes,Fall 2022,Good Standing,Low,Dropout
2813,30,Male,Biology,Junior,Yes,Yes,Spring 2024,Good Standing,Medium,Enrolled
2814,31,Female,Biology,Sophomore,No,Yes,Spring 2024,Probation,Low,Enrolled
2815,23,Non-binary,Biology,Junior,No,Yes,Fall 2023,Good Standing,High,Graduate
2816,28,Male,Mechanical Engineering,Sophomore,No,No,Spring 2023,Good Standing,Medium,Graduate
2817,19,Non-binary,Education,Sophomore,No,Yes,Spring 2023,Good Standing,High,Dropout
2818,22,Non-binary,Business Administration,Freshman,No,Yes,Spring 2023,Good Standing,High,Enrolled
2819,19,Male,Mechanical Engineering,Junior,No,No,Spring 2023,Good Standing,Low,Dropout
2820,27,Non-binary,Computer Science,Sophomore,No,No,Spring 2023,Warning,Medium,Enrolled
2821,19,Non-binary,Architecture,Senior,No,Yes,Fall 2022,Good Standing,High,Dropout
2822,28,Male,Psychology,Sophomore,No,Yes,Fall 2022,Good Standing,Medium,Enrolled
2823,32,Non-binary,Biology,Senior,No,Yes,Fall 2022,Good Standing,Low,Enrolled
2824,26,Female,Nursing,Senior,No,No,Spring 2024,Good Standing,Low,Enrolled
2825,26,Non-binary,Computer Science,Junior,No,No,Fall 2022,Good Standing,High,Enrolled
2826,20,Female,Biology,Senior,No,No,Spring 2023,Good Standing,Low,Dropout
2827,26,Non-binary,Education,Sophomore,No,No,Spring 2023,Good Standing,Medium,Dropout
2828,31,Male,Computer Science,Senior,No,No,Spring 2024,Good Standing,Medium,Graduate
2829,24,Male,Mechanical Engineering,Junior,No,Yes,Spring 2024,Good Standing,Medium,Enrolled
2830,33,Non-binary,Business Administration,Freshman,No,No,Fall 2023,Good Standing,Low,Dropout
2831,33,Male,Psychology,Sophomore,No,No,Spring 2024,Good Standing,Low,Enrolled
2832,18,Non-binary,Architecture,Sophomore,No,No,Fall 2023,Good Standing,High,Graduate
2833,21,Male,Education,Junior,No,No,Fall 2022,Warning,Medium,Dropout
2834,21,Female,Education,Junior,No,No,Spring 2023,Good Standing,Medium,Graduate
2835,24,Non-binary,Nursing,Junior,Yes,No,Fall 2023,Good Standing,Medium,Enrolled
2836,25,Female,Computer Science,Junior,Yes,Yes,Fall 2023,Good Standing,Medium,Graduate
2837,34,Female,Nursing,Sophomore,No,No,Fall 2023,Good Standing,Medium,Dropout
2838,22,Non-binary,Business Administration,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Graduate
2839,24,Female,Biology,Senior,No,No,Spring 2024,Good Standing,High,Graduate
2840,21,Non-binary,Business Administration,Senior,No,Yes,Spring 2024,Good Standing,Medium,Dropout
2841,23,Female,Biology,Freshman,No,No,Fall 2023,Good Standing,Medium,Dropout
2842,24,Non-binary,Nursing,Freshman,No,No,Fall 2022,Warning,Medium,Enrolled
2843,22,Non-binary,Psychology,Freshman,No,Yes,Spring 2023,Good Standing,Low,Dropout
2844,20,Male,Business Administration,Junior,No,No,Spring 2024,Good Standing,High,Enrolled
2845,24,Non-binary,Nursing,Sophomore,No,No,Fall 2022,Good Standing,Medium,Graduate
2846,31,Non-binary,Computer Science,Sophomore,Yes,No,Spring 2024,Probation,Medium,Graduate
2847,24,Female,Nursing,Sophomore,No,Yes,Spring 2024,Good Standing,High,Graduate
2848,22,Non-binary,Nursing,Junior,No,No,Fall 2023,Good Standing,High,Enrolled
2849,22,Male,Mechanical Engineering,Sophomore,No,Yes,Fall 2023,Good Standing,Low,Enrolled
2850,19,Female,Business Administration,Junior,No,Yes,Spring 2024,Good Standing,Medium,Enrolled
2851,23,Female,Architecture,Sophomore,No,Yes,Spring 2023,Good Standing,Medium,Enrolled
2852,32,Male,Psychology,Freshman,Yes,No,Spring 2024,Good Standing,Medium,Graduate
2853,27,Female,Psychology,Senior,No,No,Spring 2023,Good Standing,Low,Dropout
2854,24,Female,Mechanical Engineering,Senior,Yes,Yes,Fall 2022,Good Standing,Medium,Graduate
2855,22,Female,Biology,Junior,No,Yes,Spring 2024,Probation,Low,Enrolled
2856,18,Female,Education,Sophomore,No,No,Spring 2023,Good Standing,Medium,Graduate
2857,30,Male,Biology,Senior,No,No,Fall 2022,Good Standing,Medium,Graduate
2858,30,Male,Psychology,Freshman,No,No,Fall 2022,Good Standing,High,Enrolled
2859,22,Female,Nursing,Freshman,Yes,Yes,Fall 2023,Good Standing,Low,Enrolled
2860,30,Female,Mechanical Engineering,Freshman,No,No,Fall 2022,Good Standing,Medium,Enrolled
2861,21,Male,Computer Science,Junior,Yes,Yes,Fall 2023,Good Standing,Medium,Dropout
2862,34,Male,Business Administration,Junior,No,No,Fall 2022,Good Standing,High,Graduate
2863,20,Male,Business Administration,Sophomore,No,No,Fall 2022,Good Standing,Medium,Graduate
2864,34,Female,Architecture,Freshman,No,No,Spring 2023,Good Standing,High,Enrolled
2865,28,Female,Business Administration,Sophomore,No,Yes,Spring 2023,Good Standing,Medium,Graduate
