student_id,age,gender,major,class_level,international_student,first_generation,admission_term,academic_standing,gpa_band,student_status,at_risk_score,risk_category,at_risk_flag,latest_placement_score,placement_language,total_test_attempts,retake_required,has_hold,unresolved_hold_flag,avg_days_to_resolve_hold,intervention_received_flag,intervention_type,enrolled_flag,completed_flag,placement_score_band,hold_resolution_category,enrollment_delay_flag
2483,18,Female,Nursing,Senior,No,No,Spring 2024,Good Standing,Medium,Graduate,1,Low Risk,0,77.0,English,1,No,No,No,,No,No Intervention,Yes,Yes,Medium,No Hold,No
2484,20,Male,Psychology,Junior,No,Yes,Spring 2024,Good Standing,High,Graduate,2,Medium Risk,1,69.0,English,1,No,Yes,No,26.0,No,No Intervention,Yes,No,Medium,Slow (>14 days),Yes
2485,23,Female,Nursing,Senior,No,No,Spring 2024,Good Standing,Medium,Graduate,2,Medium Risk,1,77.0,English,1,No,Yes,Yes,21.0,Yes,Academic Planning,,,Medium,Slow (>14 days),Yes
2486,22,Non-binary,Biology,Sophomore,No,Yes,Fall 2022,Good Standing,High,Enrolled,2,Medium Risk,1,41.0,English,1,Yes,No,No,,Yes,Financial Aid Guidance,Yes,Yes,Low,No Hold,No
2487,22,Female,Business Administration,Junior,No,Yes,Spring 2023,Good Standing,Low,Enrolled,4,High Risk,1,44.0,Math,1,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
2488,18,Female,Nursing,Freshman,No,No,Fall 2023,Good Standing,High,Dropout,1,Low Risk,0,91.0,Math,1,Yes,Yes,No,7.5,Yes,At-Risk Outreach,Yes,Yes,High,Moderate (8-14 days),No
2489,34,Non-binary,Computer Science,Sophomore,No,No,Spring 2024,Good Standing,Medium,Enrolled,3,Medium Risk,1,44.0,Spanish,1,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
2490,31,Male,Biology,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate,4,High Risk,1,53.0,Math,2,Yes,Yes,Yes,9.0,Yes,Career Counseling,,,Low,Moderate (8-14 days),Yes
2491,29,Non-binary,Nursing,Freshman,No,No,Spring 2023,Good Standing,High,Dropout,4,High Risk,1,43.0,Math,2,Yes,Yes,No,12.0,No,No Intervention,Yes,No,Low,Moderate (8-14 days),No
2492,27,Female,Nursing,Senior,No,No,Fall 2023,Good Standing,Medium,Graduate,3,Medium Risk,1,48.0,English,2,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
2493,28,Male,Biology,Senior,No,Yes,Spring 2024,Good Standing,Low,Dropout,5,High Risk,1,42.0,Spanish,2,Yes,Yes,No,5.0,No,No Intervention,Yes,No,Low,Quick (<=7 days),No
2494,19,Non-binary,Psychology,Junior,No,No,Fall 2023,Warning,Medium,Enrolled,3,Medium Risk,1,60.0,Spanish,1,No,Yes,No,19.0,No,No Intervention,Yes,No,Low,Slow (>14 days),Yes
2495,24,Male,Biology,Senior,Yes,Yes,Spring 2024,Good Standing,Medium,Graduate,2,Medium Risk,1,68.0,English,2,Yes,Yes,No,10.5,No,No Intervention,Yes,Yes,Medium,Moderate (8-14 days),No
2496,32,Male,Computer Science,Freshman,No,Yes,Fall 2022,Good Standing,Medium,Graduate,3,Medium Risk,1,53.0,English,2,Yes,Yes,No,2.0,No,No Intervention,Yes,No,Low,Quick (<=7 days),No
2497,28,Non-binary,Computer Science,Freshman,No,No,Fall 2022,Good Standing,Low,Enrolled,2,Medium Risk,1,92.0,English,1,Yes,No,No,,Yes,At-Risk Outreach,Yes,Yes,High,No Hold,No
2498,29,Male,Nursing,Sophomore,No,No,Fall 2023,Good Standing,High,Graduate,3,Medium Risk,1,40.0,English,2,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
2499,23,Non-binary,Education,Freshman,No,No,Spring 2023,Good Standing,Medium,Graduate,1,Low Risk,0,93.0,English,1,Yes,No,No,,No,No Intervention,Yes,No,High,No Hold,No
2500,30,Female,Psychology,Junior,No,Yes,Spring 2023,Probation,High,Dropout,2,Medium Risk,1,60.0,Spanish,1,No,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
2501,33,Male,Nursing,Junior,No,Yes,Fall 2022,Good Standing,Low,Dropout,4,High Risk,1,61.0,English,2,Yes,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
2502,27,Female,Biology,Senior,No,Yes,Spring 2023,Probation,Medium,Enrolled,4,High Risk,1,63.0,Spanish,1,Yes,Yes,Yes,,No,No Intervention,Yes,No,Medium,No Hold,Yes
2503,25,Female,Nursing,Senior,No,Yes,Spring 2023,Good Standing,Low,Enrolled,4,High Risk,1,62.0,Math,1,No,Yes,No,22.0,No,No Intervention,Yes,Yes,Medium,Slow (>14 days),Yes
2504,18,Male,Business Administration,Senior,Yes,Yes,Spring 2023,Probation,Low,Dropout,3,Medium Risk,1,74.0,English,1,Yes,No,No,,No,No Intervention,Yes,Yes,Medium,No Hold,No
2505,25,Non-binary,Business Administration,Junior,No,No,Fall 2023,Good Standing,High,Graduate,1,Low Risk,0,77.0,Spanish,2,Yes,No,No,,Yes,Financial Aid Guidance,Yes,Yes,Medium,No Hold,No
2506,23,Male,Education,Freshman,No,No,Fall 2023,Good Standing,High,Dropout,1,Low Risk,0,79.0,Spanish,1,No,No,No,,Yes,Academic Planning,Yes,Yes,Medium,No Hold,No
2507,22,Female,Psychology,Senior,No,No,Spring 2023,Good Standing,High,Enrolled,5,High Risk,1,59.0,Spanish,1,Yes,Yes,Yes,,No,No Intervention,,,Low,No Hold,Yes
2508,32,Female,Mechanical Engineering,Sophomore,No,No,Fall 2022,Good Standing,Medium,Dropout,3,Medium Risk,1,87.0,Math,1,No,Yes,No,18.0,No,No Intervention,Yes,No,High,Slow (>14 days),Yes
2509,32,Non-binary,Architecture,Senior,No,Yes,Spring 2023,Good Standing,Medium,Dropout,2,Medium Risk,1,93.0,Math,1,No,No,No,,No,No Intervention,Yes,Yes,High,No Hold,No
2510,19,Male,Business Administration,Junior,No,No,Spring 2024,Good Standing,Medium,Enrolled,5,High Risk,1,69.0,Math,2,Yes,Yes,Yes,28.0,No,No Intervention,,,Medium,Slow (>14 days),Yes
2511,18,Female,Mechanical Engineering,Senior,No,Yes,Fall 2022,Good Standing,Medium,Enrolled,3,Medium Risk,1,78.0,English,1,No,Yes,No,23.0,No,No Intervention,Yes,Yes,Medium,Slow (>14 days),Yes
2512,28,Female,Computer Science,Freshman,No,No,Fall 2023,Probation,Medium,Enrolled,4,High Risk,1,51.0,Spanish,2,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
2513,27,Female,Business Administration,Senior,No,No,Spring 2024,Good Standing,Medium,Dropout,1,Low Risk,0,64.0,English,1,No,No,No,,Yes,At-Risk Outreach,Yes,No,Medium,No Hold,No
2514,34,Non-binary,Business Administration,Junior,No,No,Spring 2023,Good Standing,High,Graduate,1,Low Risk,0,64.0,Spanish,1,No,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
2515,25,Female,Psychology,Junior,No,Yes,Spring 2023,Good Standing,High,Graduate,3,Medium Risk,1,64.0,Math,1,Yes,Yes,Yes,23.0,No,No Intervention,Yes,No,Medium,Slow (>14 days),Yes
2516,32,Female,Education,Sophomore,No,No,Fall 2022,Good Standing,Medium,Dropout,3,Medium Risk,1,89.0,Spanish,2,Yes,No,No,,No,No Intervention,Yes,No,High,No Hold,No
2517,25,Male,Mechanical Engineering,Junior,No,Yes,Fall 2022,Good Standing,Medium,Enrolled,4,High Risk,1,69.0,Math,1,No,Yes,Yes,19.0,No,No Intervention,Yes,No,Medium,Slow (>14 days),Yes
2518,34,Male,Biology,Sophomore,No,Yes,Spring 2023,Probation,Low,Enrolled,6,High Risk,1,40.0,English,2,Yes,Yes,No,23.0,No,No Intervention,Yes,No,Low,Slow (>14 days),Yes
2519,29,Female,Business Administration,Freshman,No,Yes,Spring 2023,Good Standing,Medium,Graduate,5,High Risk,1,56.0,English,2,Yes,Yes,Yes,20.0,No,No Intervention,Yes,No,Low,Slow (>14 days),Yes
2520,25,Female,Business Administration,Junior,No,No,Fall 2022,Probation,Medium,Enrolled,3,Medium Risk,1,74.0,Spanish,1,No,Yes,No,27.0,No,No Intervention,Yes,Yes,Medium,Slow (>14 days),Yes
2521,31,Male,Psychology,Senior,No,No,Spring 2024,Good Standing,Medium,Dropout,4,High Risk,1,57.0,Spanish,1,Yes,Yes,No,14.5,No,No Intervention,Yes,Yes,Low,Slow (>14 days),Yes
2522,21,Non-binary,Psychology,Freshman,No,Yes,Fall 2023,Good Standing,High,Dropout,2,Medium Risk,1,69.0,English,1,No,Yes,No,19.0,Yes,Financial Aid Guidance,Yes,Yes,Medium,Slow (>14 days),Yes
2523,18,Non-binary,Education,Senior,No,No,Fall 2022,Good Standing,High,Enrolled,2,Medium Risk,1,96.0,Math,1,No,No,No,,No,No Intervention,Yes,No,High,No Hold,No
2524,18,Non-binary,Mechanical Engineering,Senior,No,No,Spring 2024,Probation,High,Graduate,2,Medium Risk,1,84.0,Spanish,1,No,Yes,No,23.5,No,No Intervention,Yes,No,High,Slow (>14 days),Yes
2525,33,Non-binary,Computer Science,Senior,No,No,Spring 2023,Good Standing,High,Dropout,3,Medium Risk,1,59.0,English,1,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
2526,31,Non-binary,Biology,Freshman,No,Yes,Fall 2023,Probation,Medium,Dropout,3,Medium Risk,1,55.0,Math,1,Yes,Yes,No,17.0,Yes,Academic Planning,Yes,No,Low,Slow (>14 days),Yes
2527,33,Non-binary,Education,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate,3,Medium Risk,1,51.0,Spanish,2,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
2528,22,Non-binary,Architecture,Junior,No,No,Fall 2023,Good Standing,Medium,Graduate,3,Medium Risk,1,85.0,Spanish,2,Yes,Yes,No,22.5,No,No Intervention,Yes,No,High,Slow (>14 days),Yes
2529,26,Non-binary,Computer Science,Senior,No,No,Fall 2023,Good Standing,Medium,Dropout,3,Medium Risk,1,46.0,English,2,Yes,No,No,,Yes,At-Risk Outreach,Yes,Yes,Low,No Hold,No
2530,19,Male,Nursing,Sophomore,No,No,Fall 2023,Good Standing,High,Enrolled,3,Medium Risk,1,41.0,English,1,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
2531,23,Non-binary,Business Administration,Junior,Yes,No,Spring 2024,Good Standing,Medium,Enrolled,1,Low Risk,0,92.0,English,1,No,No,No,,Yes,At-Risk Outreach,Yes,Yes,High,No Hold,No
2532,26,Non-binary,Mechanical Engineering,Freshman,No,Yes,Spring 2024,Probation,Medium,Dropout,4,High Risk,1,88.0,Math,1,Yes,Yes,Yes,,No,No Intervention,,,High,No Hold,Yes
2533,18,Non-binary,Education,Sophomore,No,Yes,Spring 2023,Warning,Low,Dropout,4,High Risk,1,97.0,English,2,Yes,No,No,,No,No Intervention,Yes,Yes,High,No Hold,No
2534,26,Female,Business Administration,Freshman,Yes,Yes,Fall 2023,Good Standing,Low,Enrolled,3,Medium Risk,1,48.0,English,1,Yes,No,No,,Yes,At-Risk Outreach,Yes,Yes,Low,No Hold,No
2535,33,Male,Mechanical Engineering,Sophomore,Yes,No,Fall 2022,Probation,Medium,Graduate,1,Low Risk,0,53.0,English,1,Yes,No,No,,Yes,Career Counseling,Yes,Yes,Low,No Hold,No
2536,30,Male,Mechanical Engineering,Junior,No,Yes,Fall 2022,Good Standing,Medium,Graduate,3,Medium Risk,1,66.0,English,1,Yes,Yes,Yes,,No,No Intervention,,,Medium,No Hold,Yes
2537,26,Male,Mechanical Engineering,Sophomore,No,No,Fall 2022,Good Standing,High,Graduate,2,Medium Risk,1,48.0,English,1,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
2538,30,Non-binary,Business Administration,Junior,No,No,Spring 2024,Good Standing,High,Enrolled,4,High Risk,1,87.0,Math,2,Yes,Yes,No,15.5,No,No Intervention,Yes,Yes,High,Slow (>14 days),Yes
2539,26,Non-binary,Education,Freshman,No,No,Spring 2023,Good Standing,Low,Dropout,3,Medium Risk,1,96.0,Math,1,Yes,No,No,,No,No Intervention,Yes,No,High,No Hold,No
2540,28,Female,Biology,Sophomore,No,No,Spring 2024,Good Standing,Medium,Graduate,3,Medium Risk,1,56.0,Math,2,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
2541,21,Male,Psychology,Senior,No,No,Fall 2023,Good Standing,Medium,Graduate,0,Low Risk,0,91.0,English,1,Yes,Yes,No,14.0,Yes,At-Risk Outreach,Yes,Yes,High,Moderate (8-14 days),No
2542,19,Non-binary,Business Administration,Senior,No,No,Fall 2022,Good Standing,Low,Enrolled,6,High Risk,1,43.0,Math,1,Yes,Yes,Yes,,No,No Intervention,Yes,Yes,Low,No Hold,Yes
2543,23,Male,Architecture,Freshman,Yes,No,Spring 2024,Probation,Medium,Graduate,3,Medium Risk,1,54.0,English,2,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
2544,31,Female,Mechanical Engineering,Sophomore,No,Yes,Fall 2022,Good Standing,High,Enrolled,3,Medium Risk,1,48.0,Spanish,2,Yes,No,No,,Yes,Academic Planning,Yes,No,Low,No Hold,No
2545,21,Female,Education,Senior,No,No,Spring 2024,Probation,High,Enrolled,3,Medium Risk,1,77.0,Math,2,Yes,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
2546,23,Female,Biology,Junior,No,No,Fall 2022,Probation,High,Enrolled,2,Medium Risk,1,80.0,Spanish,1,Yes,Yes,No,3.0,No,No Intervention,Yes,No,Medium,Quick (<=7 days),No
2547,23,Male,Nursing,Sophomore,No,No,Fall 2023,Good Standing,Medium,Dropout,2,Medium Risk,1,45.0,Spanish,1,Yes,No,No,,Yes,Financial Aid Guidance,Yes,Yes,Low,No Hold,No
2548,19,Non-binary,Architecture,Sophomore,No,No,Fall 2022,Good Standing,Medium,Enrolled,2,Medium Risk,1,64.0,Math,1,Yes,Yes,No,21.5,Yes,At-Risk Outreach,Yes,No,Medium,Slow (>14 days),Yes
2549,30,Non-binary,Computer Science,Senior,Yes,No,Fall 2023,Good Standing,Low,Dropout,2,Medium Risk,1,93.0,Math,1,No,No,No,,Yes,Career Counseling,Yes,Yes,High,No Hold,No
2550,26,Female,Architecture,Junior,Yes,Yes,Fall 2023,Probation,Medium,Graduate,0,Low Risk,0,79.0,Math,1,Yes,No,No,,Yes,Career Counseling,Yes,Yes,Medium,No Hold,No
2551,30,Non-binary,Mechanical Engineering,Junior,No,No,Spring 2024,Warning,High,Graduate,1,Low Risk,0,72.0,Math,1,No,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
2552,28,Female,Nursing,Junior,No,Yes,Spring 2024,Good Standing,High,Enrolled,3,Medium Risk,1,68.0,English,1,No,Yes,Yes,,Yes,Academic Planning,Yes,No,Medium,No Hold,Yes
2553,18,Male,Psychology,Sophomore,No,Yes,Spring 2024,Good Standing,Medium,Dropout,2,Medium Risk,1,68.0,Spanish,1,No,Yes,No,9.0,No,No Intervention,Yes,No,Medium,Moderate (8-14 days),No
2554,24,Female,Biology,Freshman,No,No,Fall 2023,Good Standing,Low,Enrolled,3,Medium Risk,1,70.0,English,1,No,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
2555,32,Male,Biology,Sophomore,Yes,No,Spring 2023,Good Standing,High,Graduate,1,Low Risk,0,64.0,Math,1,No,No,No,,No,No Intervention,Yes,Yes,Medium,No Hold,No
2556,18,Female,Mechanical Engineering,Sophomore,No,Yes,Spring 2023,Good Standing,Low,Enrolled,3,Medium Risk,1,93.0,English,1,No,No,No,,No,No Intervention,Yes,Yes,High,No Hold,No
2557,29,Non-binary,Architecture,Senior,No,No,Fall 2023,Good Standing,Medium,Dropout,2,Medium Risk,1,72.0,English,1,No,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
2558,24,Non-binary,Architecture,Freshman,No,No,Fall 2023,Probation,High,Enrolled,3,Medium Risk,1,85.0,English,1,No,Yes,No,18.5,No,No Intervention,Yes,No,High,Slow (>14 days),Yes
2559,32,Female,Biology,Junior,No,No,Spring 2024,Warning,Low,Enrolled,3,Medium Risk,1,54.0,Math,1,Yes,No,No,,Yes,Career Counseling,Yes,No,Low,No Hold,No
2560,18,Non-binary,Nursing,Senior,Yes,No,Spring 2024,Good Standing,High,Graduate,1,Low Risk,0,62.0,Spanish,2,Yes,No,No,,Yes,At-Risk Outreach,Yes,No,Medium,No Hold,No
2561,34,Non-binary,Mechanical Engineering,Sophomore,No,No,Spring 2024,Good Standing,Medium,Graduate,3,Medium Risk,1,58.0,English,1,Yes,Yes,No,26.0,No,No Intervention,Yes,No,Low,Slow (>14 days),Yes
2562,34,Non-binary,Business Administration,Freshman,No,Yes,Spring 2023,Probation,High,Enrolled,1,Low Risk,0,69.0,Spanish,1,No,No,No,,Yes,Financial Aid Guidance,Yes,No,Medium,No Hold,No
2563,20,Male,Education,Junior,Yes,No,Spring 2023,Good Standing,Low,Enrolled,4,High Risk,1,55.0,English,2,Yes,No,No,,Yes,Career Counseling,Yes,Yes,Low,No Hold,No
2564,29,Non-binary,Nursing,Junior,No,Yes,Fall 2023,Good Standing,Low,Dropout,4,High Risk,1,68.0,Spanish,2,Yes,No,No,,No,No Intervention,Yes,Yes,Medium,No Hold,No
2565,23,Male,Education,Sophomore,No,Yes,Spring 2023,Good Standing,Low,Dropout,5,High Risk,1,56.0,Math,2,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
2566,28,Female,Business Administration,Junior,No,No,Spring 2024,Good Standing,High,Graduate,0,Low Risk,0,70.0,English,1,No,No,No,,Yes,At-Risk Outreach,Yes,No,Medium,No Hold,No
2567,20,Non-binary,Business Administration,Junior,No,No,Spring 2024,Good Standing,High,Dropout,3,Medium Risk,1,45.0,English,2,Yes,No,No,,Yes,Career Counseling,Yes,Yes,Low,No Hold,No
2568,25,Non-binary,Education,Freshman,Yes,Yes,Spring 2024,Good Standing,Medium,Dropout,3,Medium Risk,1,96.0,Math,1,No,Yes,No,18.0,No,No Intervention,Yes,No,High,Slow (>14 days),Yes
2569,31,Non-binary,Nursing,Senior,No,Yes,Spring 2024,Probation,High,Graduate,2,Medium Risk,1,65.0,Spanish,1,No,Yes,Yes,28.0,Yes,Financial Aid Guidance,Yes,Yes,Medium,Slow (>14 days),Yes
2570,31,Female,Education,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate,4,High Risk,1,53.0,Spanish,2,Yes,Yes,No,26.0,No,No Intervention,Yes,No,Low,Slow (>14 days),Yes
2571,27,Male,Education,Senior,No,No,Fall 2022,Good Standing,Medium,Graduate,1,Low Risk,0,96.0,Spanish,1,No,No,No,,No,No Intervention,Yes,No,High,No Hold,No
2572,19,Male,Computer Science,Senior,No,No,Fall 2023,Good Standing,High,Graduate,1,Low Risk,0,90.0,English,1,No,No,No,,No,No Intervention,Yes,Yes,High,No Hold,No
2573,31,Non-binary,Nursing,Senior,Yes,Yes,Fall 2023,Good Standing,Medium,Dropout,3,Medium Risk,1,86.0,Math,1,Yes,Yes,No,15.5,No,No Intervention,Yes,Yes,High,Slow (>14 days),Yes
2574,26,Female,Architecture,Junior,No,No,Spring 2023,Warning,Low,Dropout,5,High Risk,1,57.0,Spanish,1,Yes,Yes,No,24.0,No,No Intervention,Yes,No,Low,Slow (>14 days),Yes
2575,20,Female,Architecture,Freshman,Yes,Yes,Spring 2024,Good Standing,Low,Dropout,3,Medium Risk,1,75.0,Spanish,1,Yes,No,No,,No,No Intervention,Yes,Yes,Medium,No Hold,No
2576,25,Female,Computer Science,Junior,Yes,Yes,Fall 2022,Good Standing,Medium,Graduate,0,Low Risk,0,75.0,Math,1,Yes,Yes,No,12.0,Yes,Financial Aid Guidance,Yes,Yes,Medium,Moderate (8-14 days),No
2577,33,Female,Mechanical Engineering,Sophomore,No,No,Spring 2024,Probation,Medium,Graduate,1,Low Risk,0,83.0,Spanish,2,Yes,No,No,,Yes,Academic Planning,Yes,Yes,High,No Hold,No
2578,19,Female,Biology,Freshman,Yes,No,Spring 2024,Good Standing,High,Enrolled,2,Medium Risk,1,65.0,English,1,No,Yes,No,18.5,Yes,Academic Planning,Yes,Yes,Medium,Slow (>14 days),Yes
2579,23,Male,Architecture,Senior,No,Yes,Spring 2023,Probation,High,Graduate,3,Medium Risk,1,44.0,English,1,Yes,Yes,No,29.0,No,No Intervention,Yes,No,Low,Slow (>14 days),Yes
2580,29,Male,Education,Junior,Yes,Yes,Fall 2022,Good Standing,Medium,Graduate,2,Medium Risk,1,49.0,English,1,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
2581,22,Male,Mechanical Engineering,Junior,No,No,Fall 2022,Good Standing,Low,Dropout,4,High Risk,1,99.0,English,1,No,Yes,No,20.0,No,No Intervention,Yes,No,High,Slow (>14 days),Yes
2582,19,Non-binary,Architecture,Freshman,Yes,Yes,Fall 2023,Probation,High,Enrolled,2,Medium Risk,1,81.0,English,1,Yes,Yes,No,21.0,Yes,At-Risk Outreach,Yes,Yes,High,Slow (>14 days),Yes
2583,33,Female,Nursing,Freshman,Yes,Yes,Spring 2024,Good Standing,High,Graduate,1,Low Risk,0,98.0,Math,1,No,Yes,No,6.5,No,No Intervention,Yes,No,High,Quick (<=7 days),No
2584,22,Non-binary,Education,Senior,No,No,Fall 2022,Good Standing,High,Graduate,1,Low Risk,0,0.0,None,0,,Yes,No,15.0,No,No Intervention,Yes,No,,Slow (>14 days),Yes
2585,32,Female,Biology,Senior,No,Yes,Fall 2023,Good Standing,High,Enrolled,2,Medium Risk,1,98.0,English,1,No,No,No,,No,No Intervention,Yes,No,High,No Hold,No
2586,29,Male,Mechanical Engineering,Sophomore,No,Yes,Fall 2022,Good Standing,High,Enrolled,3,Medium Risk,1,67.0,Spanish,2,Yes,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
2587,21,Non-binary,Architecture,Senior,No,No,Spring 2024,Probation,Medium,Enrolled,2,Medium Risk,1,96.0,Spanish,1,No,No,No,,No,No Intervention,Yes,No,High,No Hold,No
2588,32,Male,Architecture,Junior,Yes,No,Fall 2023,Good Standing,Medium,Enrolled,2,Medium Risk,1,92.0,English,1,No,No,No,,No,No Intervention,Yes,No,High,No Hold,No
2589,28,Female,Psychology,Sophomore,No,No,Fall 2022,Good Standing,High,Dropout,2,Medium Risk,1,96.0,Math,1,No,Yes,No,16.5,Yes,At-Risk Outreach,Yes,No,High,Slow (>14 days),Yes
2590,33,Female,Architecture,Sophomore,Yes,No,Spring 2023,Good Standing,High,Graduate,2,Medium Risk,1,50.0,English,1,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
2591,23,Female,Business Administration,Sophomore,No,No,Fall 2022,Good Standing,Medium,Enrolled,2,Medium Risk,1,80.0,Spanish,1,No,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
2592,31,Male,Education,Freshman,No,No,Spring 2024,Probation,Medium,Graduate,2,Medium Risk,1,67.0,Math,2,Yes,Yes,No,5.0,No,No Intervention,Yes,No,Medium,Quick (<=7 days),No
2593,29,Female,Biology,Senior,No,No,Spring 2023,Good Standing,High,Dropout,3,Medium Risk,1,72.0,Math,1,No,Yes,No,19.0,No,No Intervention,Yes,Yes,Medium,Slow (>14 days),Yes
2594,28,Male,Business Administration,Sophomore,No,Yes,Fall 2022,Probation,Low,Dropout,3,Medium Risk,1,99.0,Math,1,No,No,No,,No,No Intervention,Yes,Yes,High,No Hold,No
2595,30,Non-binary,Computer Science,Freshman,Yes,No,Fall 2022,Good Standing,Medium,Graduate,2,Medium Risk,1,70.0,Math,2,Yes,Yes,No,5.5,No,No Intervention,Yes,Yes,Medium,Quick (<=7 days),No
2596,28,Female,Mechanical Engineering,Freshman,No,No,Fall 2023,Good Standing,Medium,Graduate,0,Low Risk,0,94.0,English,1,No,No,No,,Yes,Academic Planning,Yes,No,High,No Hold,No
2597,33,Female,Architecture,Sophomore,No,No,Spring 2024,Warning,Low,Enrolled,3,Medium Risk,1,50.0,English,1,Yes,No,No,,Yes,Academic Planning,Yes,Yes,Low,No Hold,No
2598,32,Female,Computer Science,Sophomore,No,No,Fall 2022,Good Standing,Medium,Graduate,0,Low Risk,0,79.0,English,1,No,No,No,,Yes,At-Risk Outreach,Yes,Yes,Medium,No Hold,No
2599,32,Non-binary,Biology,Junior,Yes,No,Fall 2022,Good Standing,Low,Dropout,3,Medium Risk,1,67.0,English,1,No,No,No,,No,No Intervention,Yes,Yes,Medium,No Hold,No
2600,21,Female,Education,Sophomore,No,No,Fall 2022,Good Standing,Low,Dropout,5,High Risk,1,81.0,Spanish,1,No,Yes,Yes,,No,No Intervention,,,High,No Hold,Yes
2601,28,Male,Business Administration,Junior,No,Yes,Spring 2024,Good Standing,High,Graduate,0,Low Risk,0,62.0,Math,1,No,No,No,,Yes,Financial Aid Guidance,Yes,Yes,Medium,No Hold,No
2602,32,Male,Business Administration,Sophomore,No,Yes,Spring 2023,Good Standing,Low,Dropout,3,Medium Risk,1,74.0,English,1,No,No,No,,No,No Intervention,Yes,No,Medium,No Hold,No
2603,21,Female,Mechanical Engineering,Sophomore,No,No,Spring 2024,Good Standing,High,Enrolled,3,Medium Risk,1,64.0,Spanish,2,Yes,No,No,,No,No Intervention,Yes,Yes,Medium,No Hold,No
2604,30,Female,Education,Senior,No,Yes,Fall 2023,Good Standing,High,Enrolled,4,High Risk,1,55.0,English,2,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
2605,19,Non-binary,Architecture,Sophomore,No,Yes,Fall 2023,Good Standing,Low,Enrolled,3,Medium Risk,1,45.0,English,1,Yes,No,No,,Yes,Financial Aid Guidance,Yes,Yes,Low,No Hold,No
2606,31,Non-binary,Psychology,Sophomore,No,Yes,Spring 2024,Good Standing,Low,Dropout,3,Medium Risk,1,82.0,English,1,No,Yes,No,4.0,No,No Intervention,Yes,No,High,Quick (<=7 days),No
2607,21,Non-binary,Psychology,Junior,No,Yes,Fall 2022,Good Standing,Medium,Graduate,3,Medium Risk,1,47.0,Spanish,2,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
2608,33,Female,Mechanical Engineering,Junior,No,No,Fall 2022,Good Standing,High,Enrolled,4,High Risk,1,51.0,Math,2,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
2609,31,Non-binary,Education,Senior,Yes,Yes,Spring 2023,Good Standing,Medium,Graduate,3,Medium Risk,1,43.0,English,2,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
2610,32,Non-binary,Mechanical Engineering,Sophomore,No,Yes,Spring 2024,Good Standing,Medium,Enrolled,4,High Risk,1,52.0,Spanish,2,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
2611,20,Male,Education,Sophomore,No,Yes,Spring 2024,Warning,High,Graduate,2,Medium Risk,1,89.0,English,1,No,Yes,Yes,14.0,Yes,Financial Aid Guidance,,,High,Moderate (8-14 days),Yes
2612,25,Non-binary,Biology,Junior,No,No,Fall 2022,Good Standing,Low,Dropout,5,High Risk,1,65.0,English,2,Yes,Yes,No,16.0,No,No Intervention,Yes,No,Medium,Slow (>14 days),Yes
2613,33,Male,Biology,Freshman,Yes,Yes,Fall 2023,Probation,Medium,Graduate,2,Medium Risk,1,54.0,Math,1,Yes,No,No,,No,No Intervention,Yes,No,Low,No Hold,No
2614,27,Male,Computer Science,Freshman,No,No,Fall 2023,Good Standing,High,Enrolled,2,Medium Risk,1,95.0,English,1,Yes,Yes,No,15.0,No,No Intervention,Yes,No,High,Slow (>14 days),Yes
2615,21,Non-binary,Architecture,Freshman,Yes,Yes,Spring 2023,Good Standing,High,Enrolled,4,High Risk,1,50.0,Spanish,2,Yes,No,No,,No,No Intervention,Yes,Yes,Low,No Hold,No
